Rk,Player_ID,YR,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSCR
90,coleno01,2015,Norris Cole,PG,27,NOP,45,23,26.6,4.4,10.8,0.405,0.7,2.3,0.324,3.6,8.5,0.427,0.439,1.2,1.4,0.8,0.2,3.1,3.4,3.7,0.8,0.1,1.7,2.3,10.6,5.78
91,collida01,2015,Darren Collison,PG,28,SAC,74,15,30.0,5.1,10.5,0.486,1.2,2.9,0.401,3.9,7.6,0.519,0.542,2.6,3.1,0.858,0.4,1.9,2.3,4.3,1.0,0.1,1.8,1.9,14.0,8.73
92,collini01,2015,Nick Collison,PF,35,OKC,59,4,11.8,0.8,1.8,0.459,0.0,0.0,0.0,0.8,1.8,0.467,0.459,0.4,0.6,0.697,1.2,1.7,2.9,0.9,0.3,0.3,0.8,1.8,2.1,2.36
93,conlemi01,2015,Mike Conley,PG,28,MEM,56,56,31.4,5.3,12.4,0.422,1.4,3.8,0.363,3.9,8.6,0.449,0.478,3.4,4.1,0.834,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,15.3,9.79
97,couside01,2015,DeMarcus Cousins,C,25,SAC,65,65,34.6,9.2,20.5,0.451,1.1,3.2,0.333,8.2,17.3,0.473,0.477,7.3,10.2,0.718,2.4,9.1,11.5,3.3,1.6,1.4,3.8,3.6,26.9,11.84
98,covinro01,2015,Robert Covington,SF,25,PHI,67,49,28.4,4.1,10.6,0.385,2.5,7.2,0.353,1.6,3.4,0.452,0.504,2.1,2.6,0.791,1.0,5.3,6.3,1.4,1.6,0.6,2.1,3.5,12.8,6.54
99,crabbal01,2015,Allen Crabbe,SG,23,POR,81,8,26.0,3.8,8.4,0.459,1.4,3.5,0.393,2.5,4.9,0.506,0.541,1.2,1.4,0.867,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3,6.25
100,crawfja01,2015,Jamal Crawford,SG,35,LAC,79,5,26.9,4.8,11.9,0.404,1.5,4.4,0.34,3.3,7.5,0.44,0.466,3.1,3.4,0.904,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2,6.35
101,crowdja01,2015,Jae Crowder,SF,25,BOS,73,73,31.6,4.9,11.1,0.443,1.7,5.0,0.336,3.3,6.2,0.529,0.518,2.7,3.3,0.82,1.0,4.2,5.1,1.8,1.7,0.5,1.1,2.7,14.2,8.28
102,cunnida01,2015,Dante Cunningham,SF,28,NOP,80,46,24.6,2.3,5.2,0.451,0.7,2.2,0.316,1.6,3.0,0.55,0.518,0.7,1.0,0.695,0.7,2.2,3.0,1.0,0.5,0.4,0.5,2.2,6.1,4.55
104,curryse01,2015,Seth Curry,PG,25,SAC,44,9,15.7,2.3,5.1,0.455,1.1,2.5,0.45,1.2,2.6,0.46,0.567,1.0,1.2,0.833,0.2,1.2,1.4,1.5,0.5,0.1,0.8,0.9,6.8,4.09
105,curryst01,2015,Stephen Curry,PG,27,GSW,79,79,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9.0,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2.0,30.1,19.12
107,davisan02,2015,Anthony Davis,C,22,NOP,61,61,35.5,9.2,18.6,0.493,0.6,1.8,0.324,8.6,16.9,0.511,0.508,5.3,7.0,0.758,2.1,8.1,10.3,1.9,1.3,2.0,2.0,2.4,24.3,13.2
108,davised01,2015,Ed Davis,PF,26,POR,81,0,20.8,2.5,4.2,0.611,0.0,0.0,0.0,2.5,4.2,0.611,0.611,1.4,2.5,0.559,2.8,4.6,7.4,1.1,0.7,0.9,0.8,2.5,6.5,6.56
110,dedmode01,2015,Dewayne Dedmon,C,26,ORL,58,20,12.2,1.7,3.1,0.559,0.0,0.0,0.0,1.7,3.1,0.559,0.559,1.0,1.3,0.75,1.2,2.8,3.9,0.2,0.4,0.8,0.6,1.9,4.4,3.69
113,dellama01,2015,Matthew Dellavedova,PG,25,CLE,76,14,24.6,2.7,6.7,0.405,1.3,3.1,0.41,1.4,3.6,0.401,0.501,0.8,0.9,0.864,0.4,1.7,2.1,4.4,0.6,0.1,1.5,2.3,7.5,6.06
114,denglu01,2015,Luol Deng,PF,30,MIA,74,73,32.4,4.6,10.1,0.455,1.2,3.5,0.344,3.4,6.6,0.513,0.514,2.0,2.6,0.755,1.5,4.5,6.0,1.9,1.0,0.4,1.1,1.6,12.3,7.43
115,derozde01,2015,DeMar DeRozan,SG,26,TOR,78,78,35.9,7.9,17.7,0.446,0.6,1.8,0.338,7.3,15.9,0.458,0.463,7.1,8.4,0.85,0.8,3.7,4.5,4.0,1.0,0.3,2.2,2.1,23.5,10.28
116,diawbo01,2015,Boris Diaw,PF,33,SAS,76,4,18.2,2.7,5.0,0.527,0.3,0.9,0.362,2.3,4.1,0.564,0.56,0.7,1.0,0.737,0.8,2.3,3.1,2.3,0.3,0.3,1.3,1.3,6.4,4.9
117,dienggo01,2015,Gorgui Dieng,C,26,MIN,82,39,27.1,3.8,7.1,0.532,0.1,0.2,0.3,3.7,6.8,0.54,0.537,2.5,3.0,0.827,1.9,5.2,7.1,1.7,1.1,1.2,1.7,2.7,10.1,7.19
119,douglto01,2015,Toney Douglas,PG,29,NOP,61,18,20.7,3.0,7.3,0.411,1.3,3.3,0.399,1.7,4.0,0.421,0.502,1.4,1.6,0.848,0.4,1.9,2.3,2.6,1.1,0.1,1.0,2.1,8.7,5.6
120,dragigo01,2015,Goran Dragi?,PG,29,MIA,72,72,32.8,5.8,12.2,0.477,0.9,2.8,0.312,4.9,9.3,0.527,0.513,1.7,2.3,0.727,0.8,3.1,3.8,5.8,1.0,0.2,2.6,2.6,14.1,9.48
121,drumman01,2015,Andre Drummond,C,22,DET,81,81,32.9,6.8,13.1,0.521,0.0,0.1,0.333,6.8,13.0,0.522,0.522,2.6,7.2,0.355,4.9,9.9,14.8,0.8,1.5,1.4,1.9,3.0,16.2,10.1
122,dudleja01,2015,Jared Dudley,PF,30,WAS,81,41,25.9,2.9,6.0,0.478,1.2,2.9,0.42,1.6,3.1,0.534,0.581,0.9,1.2,0.735,0.7,2.9,3.5,2.1,0.9,0.2,1.0,2.3,7.9,6.04
124,duncati01,2015,Tim Duncan,C,39,SAS,61,60,25.2,3.5,7.2,0.488,0.0,0.0,0.0,3.5,7.2,0.49,0.488,1.5,2.1,0.702,1.9,5.4,7.3,2.7,0.8,1.3,1.5,2.0,8.6,6.95
126,duranke01,2015,Kevin Durant,SF,27,OKC,72,72,35.8,9.7,19.2,0.505,2.6,6.7,0.387,7.1,12.5,0.569,0.573,6.2,6.9,0.898,0.6,7.6,8.2,5.0,1.0,1.2,3.5,1.9,28.2,15.42
129,ellinwa01,2015,Wayne Ellington,SG,28,BRK,76,41,21.3,2.9,7.4,0.389,1.3,3.5,0.358,1.6,3.9,0.416,0.474,0.7,0.8,0.857,0.3,2.0,2.3,1.1,0.6,0.1,0.6,1.1,7.7,3.97
130,ellismo01,2015,Monta Ellis,SG,30,IND,81,81,33.8,5.4,12.6,0.427,1.1,3.5,0.309,4.3,9.1,0.472,0.47,2.0,2.5,0.786,0.5,2.8,3.3,4.7,1.9,0.5,2.5,2.1,13.8,7.67
132,ennisty01,2015,Tyler Ennis,PG,21,MIL,46,7,14.2,1.8,4.1,0.449,0.3,0.8,0.333,1.5,3.2,0.48,0.484,0.5,0.7,0.735,0.3,1.3,1.6,2.1,0.5,0.0,1.0,1.4,4.5,3.11
135,ezelife01,2015,Festus Ezeli,C,26,GSW,46,13,16.7,2.7,5.0,0.548,0.0,0.0,0.0,2.7,5.0,0.548,0.548,1.5,2.9,0.53,2.0,3.6,5.6,0.7,0.4,1.1,0.8,2.0,7.0,5.48
136,farieke01,2015,Kenneth Faried,PF,26,DEN,67,64,25.3,5.2,9.3,0.558,0.0,0.0,0.5,5.2,9.3,0.558,0.558,2.0,3.3,0.613,3.5,5.2,8.7,1.2,0.5,0.9,1.4,2.5,12.5,9.47
138,favorde01,2015,Derrick Favors,PF,24,UTA,62,59,32.0,6.7,13.1,0.515,0.0,0.1,0.0,6.7,13.0,0.518,0.515,2.9,4.1,0.709,2.7,5.4,8.1,1.5,1.2,1.5,1.7,2.4,16.4,10.36
140,feltora01,2015,Raymond Felton,PG,31,DAL,80,31,27.4,3.5,8.5,0.406,0.8,2.7,0.282,2.7,5.9,0.463,0.45,1.9,2.2,0.847,0.5,2.8,3.2,3.6,0.9,0.2,1.5,1.8,9.5,5.54
141,fournev01,2015,Evan Fournier,SF,23,ORL,79,71,32.5,5.4,11.8,0.462,2.0,4.9,0.4,3.5,6.8,0.506,0.546,2.5,3.0,0.836,0.4,2.4,2.8,2.7,1.2,0.0,1.7,2.7,15.4,8.65
142,foyera01,2015,Randy Foye,SG,32,DEN,54,7,19.8,2.2,6.2,0.351,0.9,3.1,0.296,1.2,3.0,0.409,0.426,0.7,0.9,0.83,0.3,1.6,1.9,2.1,0.5,0.3,1.1,1.5,6.0,3.29
145,kanteen01,2015,Enes Freedom,C,23,OKC,82,1,21.0,5.0,8.8,0.576,0.1,0.3,0.476,4.9,8.5,0.579,0.583,2.4,3.1,0.797,3.0,5.1,8.1,0.4,0.3,0.4,1.4,2.0,12.7,8.4
146,fryech01,2015,Channing Frye,PF,32,ORL,44,29,17.1,1.8,4.2,0.435,1.1,2.8,0.397,0.8,1.5,0.508,0.565,0.4,0.5,0.905,0.5,2.7,3.2,1.0,0.5,0.5,0.7,1.6,5.2,3.96
147,gallida01,2015,Danilo Gallinari,SF,27,DEN,53,53,34.7,5.4,13.2,0.41,1.6,4.5,0.364,3.8,8.7,0.434,0.472,7.1,8.2,0.868,1.0,4.3,5.3,2.5,0.8,0.4,1.5,1.6,19.5,8.17
148,gallola01,2015,Langston Galloway,PG,24,NYK,82,7,24.8,2.8,7.2,0.393,0.9,2.7,0.344,1.9,4.4,0.423,0.458,1.0,1.4,0.754,0.5,3.0,3.5,2.5,0.9,0.3,0.7,2.2,7.6,5.21
150,gasolma01,2015,Marc Gasol,C,31,MEM,52,52,34.4,6.3,13.6,0.464,0.0,0.1,0.667,6.3,13.5,0.463,0.465,3.9,4.7,0.829,1.1,5.8,7.0,3.8,1.0,1.3,2.3,2.7,16.6,9.28
151,gasolpa01,2015,Pau Gasol,C,35,CHI,72,72,31.8,6.5,13.8,0.469,0.3,1.0,0.348,6.2,12.9,0.478,0.481,3.2,4.0,0.792,2.2,8.9,11.0,4.1,0.6,2.0,2.3,2.1,16.5,10.91
152,gayru01,2015,Rudy Gay,SF,29,SAC,70,70,34.0,6.7,14.4,0.463,1.1,3.1,0.344,5.6,11.3,0.495,0.5,2.8,3.6,0.78,1.5,5.0,6.5,1.7,1.4,0.7,2.0,2.6,17.2,9.01
153,geeal01,2015,Alonzo Gee,SF,28,NOP,73,38,22.4,1.8,3.5,0.518,0.2,0.8,0.283,1.6,2.7,0.59,0.551,0.6,0.9,0.667,0.8,2.5,3.4,1.0,0.9,0.2,0.8,2.3,4.5,3.69
154,georgpa01,2015,Paul George,SF,25,IND,81,81,34.8,7.5,17.9,0.418,2.6,7.0,0.371,4.9,10.9,0.447,0.49,5.6,6.5,0.86,1.0,6.0,7.0,4.1,1.9,0.4,3.3,2.8,23.1,10.4
155,gibsota01,2015,Taj Gibson,PF,30,CHI,73,55,26.5,3.6,6.8,0.526,0.0,0.0,0.0,3.6,6.8,0.529,0.526,1.4,2.0,0.692,2.8,4.1,6.9,1.5,0.6,1.1,1.1,2.5,8.6,7.6
156,ginobma01,2015,Manu Ginóbili,SG,38,SAS,58,0,19.6,3.4,7.5,0.453,1.2,3.1,0.391,2.2,4.4,0.496,0.533,1.6,1.9,0.813,0.4,2.1,2.5,3.1,1.1,0.2,1.7,1.7,9.6,5.88
157,goberru01,2015,Rudy Gobert,C,23,UTA,61,60,31.7,3.2,5.8,0.559,0.0,0.0,0.0,3.2,5.8,0.559,0.559,2.6,4.6,0.569,3.4,7.5,11.0,1.5,0.7,2.2,1.9,2.7,9.1,7.59
159,goodwar01,2015,Archie Goodwin,PG,21,PHO,57,13,19.5,3.1,7.4,0.417,0.4,1.7,0.232,2.7,5.7,0.474,0.444,2.3,3.4,0.674,0.5,2.0,2.5,2.1,0.5,0.2,1.8,1.5,8.9,3.44
160,gordoaa01,2015,Aaron Gordon,PF,20,ORL,78,37,23.9,3.5,7.4,0.473,0.5,1.8,0.296,3.0,5.6,0.531,0.509,1.7,2.5,0.668,2.0,4.5,6.5,1.6,0.8,0.7,0.8,2.0,9.2,6.75
161,gordoer01,2015,Eric Gordon,SG,27,NOP,45,44,32.9,5.1,12.3,0.418,2.5,6.5,0.384,2.6,5.7,0.457,0.521,2.5,2.8,0.888,0.2,2.0,2.2,2.7,1.0,0.3,1.6,2.2,15.2,8.03
162,gortama01,2015,Marcin Gortat,C,31,WAS,75,74,30.1,5.8,10.2,0.567,0.0,0.0,0.0,5.8,10.2,0.567,0.567,1.9,2.8,0.705,3.0,6.9,9.9,1.4,0.6,1.3,1.6,2.6,13.5,10.23
164,grantje01,2015,Jerami Grant,PF,21,PHI,77,52,26.8,3.3,7.8,0.419,0.5,1.9,0.24,2.8,5.9,0.477,0.448,2.8,4.2,0.658,1.3,3.4,4.7,1.8,0.7,1.6,1.4,2.8,9.7,5.77
165,grantje02,2015,Jerian Grant,PG,23,NYK,76,6,16.6,2.0,5.1,0.394,0.3,1.3,0.22,1.7,3.8,0.454,0.422,1.3,1.6,0.78,0.3,1.6,1.9,2.3,0.7,0.1,1.1,1.3,5.6,2.98
166,greenda02,2015,Danny Green,SG,28,SAS,79,79,26.1,2.7,7.1,0.376,1.5,4.4,0.332,1.2,2.7,0.448,0.48,0.4,0.6,0.739,0.6,3.2,3.8,1.8,1.0,0.8,0.9,1.8,7.2,4.97
167,greendr01,2015,Draymond Green,PF,25,GSW,81,81,34.7,5.0,10.1,0.49,1.2,3.2,0.388,3.7,6.9,0.537,0.551,2.8,4.1,0.696,1.7,7.8,9.5,7.4,1.5,1.4,3.2,3.0,14.0,11.52
169,greenge01,2015,Gerald Green,SG,30,MIA,69,14,22.6,3.3,8.5,0.392,1.2,3.8,0.323,2.1,4.7,0.446,0.463,1.0,1.3,0.783,0.4,2.0,2.4,0.8,0.6,0.3,0.7,1.8,8.9,4.42
170,greenja01,2015,JaMychal Green,PF,25,MEM,78,15,18.5,2.9,6.3,0.465,0.2,0.6,0.333,2.8,5.8,0.478,0.48,1.3,1.8,0.752,1.8,3.0,4.8,0.9,0.6,0.4,1.1,2.4,7.4,4.94
171,greenje02,2015,Jeff Green,SF,29,MEM,53,31,29.1,4.5,10.5,0.431,0.8,2.6,0.309,3.7,7.9,0.47,0.469,2.3,2.9,0.8,1.0,3.5,4.5,1.8,0.8,0.4,1.3,1.9,12.2,6.27
174,hairspj02,2015,P.J. Hairston,SF,23,CHO,48,43,19.5,2.1,5.8,0.359,1.1,3.6,0.314,0.9,2.2,0.433,0.457,0.7,0.9,0.81,0.4,2.3,2.7,0.6,0.5,0.1,0.5,2.2,6.0,3.29
176,hansbty01,2015,Tyler Hansbrough,PF,30,CHO,44,0,7.8,0.7,1.6,0.451,0.0,0.1,0.667,0.7,1.5,0.441,0.465,0.9,1.5,0.585,0.9,1.1,2.0,0.2,0.3,0.2,0.3,1.3,2.4,1.73
177,hardati02,2015,Tim Hardaway Jr.,SG,23,ATL,51,1,16.9,2.2,5.2,0.43,0.9,2.8,0.338,1.3,2.4,0.537,0.521,1.0,1.1,0.893,0.1,1.5,1.7,1.0,0.4,0.1,0.5,0.9,6.4,3.5
178,hardeja01,2015,James Harden,SG,26,HOU,82,82,38.1,8.7,19.7,0.439,2.9,8.0,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29.0,13.84
179,harklma01,2015,Maurice Harkless,SF,22,POR,78,14,18.7,2.5,5.3,0.474,0.5,1.8,0.279,2.0,3.5,0.576,0.522,0.9,1.4,0.622,1.3,2.3,3.6,0.9,0.6,0.4,0.8,1.6,6.4,4.43
182,harride01,2015,Devin Harris,PG,32,DAL,64,0,20.0,2.6,5.8,0.447,0.8,2.5,0.329,1.8,3.4,0.532,0.516,1.6,2.2,0.721,0.3,1.9,2.2,1.8,0.9,0.2,1.0,1.9,7.6,4.43
183,harriga01,2015,Gary Harris,SG,21,DEN,76,76,32.1,4.7,10.1,0.469,1.4,3.9,0.354,3.3,6.2,0.543,0.538,1.4,1.8,0.82,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,12.3,7.25
185,harrito02,2015,Tobias Harris,PF,23,ORL,49,49,32.9,5.1,11.0,0.464,1.0,3.1,0.311,4.2,8.0,0.523,0.507,2.4,3.1,0.784,1.4,5.5,7.0,2.0,1.0,0.6,1.6,1.9,13.7,7.8
188,hawessp01,2015,Spencer Hawes,PF,27,CHO,57,6,18.2,2.2,5.4,0.405,0.7,1.8,0.373,1.5,3.6,0.422,0.467,0.9,1.1,0.831,0.9,3.4,4.3,1.9,0.4,0.5,1.0,1.9,6.0,4.37
190,haywago01,2015,Gordon Hayward,SF,25,UTA,80,80,36.2,6.5,15.0,0.433,1.8,5.1,0.349,4.7,9.9,0.477,0.493,4.9,6.0,0.824,0.8,4.2,5.0,3.7,1.2,0.3,2.5,2.3,19.7,9.22
191,hendege02,2015,Gerald Henderson,SG,28,POR,72,0,19.9,3.2,7.3,0.439,0.7,1.9,0.353,2.6,5.5,0.468,0.484,1.6,2.0,0.767,0.4,2.5,2.9,1.0,0.5,0.3,0.9,1.2,8.7,4.2
192,hensojo01,2015,John Henson,C,25,MIL,57,1,16.8,2.9,5.1,0.564,0.0,0.0,0.0,2.9,5.1,0.566,0.564,1.2,2.1,0.59,1.5,2.4,3.9,0.9,0.3,1.9,1.1,2.3,7.0,6.1
193,hezonma01,2015,Mario Hezonja,SF,20,ORL,79,9,17.9,2.3,5.3,0.433,0.8,2.4,0.349,1.4,2.9,0.504,0.513,0.6,0.7,0.907,0.4,1.9,2.2,1.4,0.5,0.2,1.2,1.6,6.1,3.63
194,hibbero01,2015,Roy Hibbert,C,29,LAL,81,81,23.2,2.2,5.1,0.443,0.0,0.0,0.0,2.2,5.0,0.445,0.443,1.4,1.8,0.807,1.6,3.3,4.9,1.2,0.4,1.4,0.9,3.1,5.9,5.21
196,hilarne01,2015,Nenê,PF,33,WAS,57,11,19.2,3.7,6.7,0.544,0.0,0.1,0.0,3.7,6.7,0.549,0.544,1.9,3.2,0.578,0.9,3.6,4.5,1.7,0.9,0.5,1.3,2.7,9.2,5.9
197,hillge01,2015,George Hill,PG,29,IND,74,73,34.1,4.4,10.0,0.441,1.7,4.2,0.408,2.7,5.7,0.466,0.528,1.5,2.0,0.76,0.8,3.2,4.0,3.5,1.1,0.2,1.4,2.0,12.1,8.01
198,hilljo01,2015,Jordan Hill,C,28,IND,73,11,20.7,3.8,7.5,0.506,0.0,0.0,0.0,3.8,7.5,0.507,0.506,1.2,1.7,0.712,2.1,4.0,6.2,1.2,0.5,0.5,1.3,2.1,8.8,6.11
199,hillso01,2015,Solomon Hill,SF,24,IND,59,3,14.7,1.6,3.5,0.447,0.4,1.3,0.324,1.2,2.3,0.515,0.505,0.6,0.7,0.857,0.7,2.2,2.8,1.0,0.6,0.2,0.6,1.2,4.2,3.08
202,holidjr01,2015,Jrue Holiday,PG,25,NOP,65,23,28.2,6.3,14.4,0.439,1.3,4.0,0.336,5.0,10.4,0.478,0.485,2.8,3.3,0.843,0.4,2.6,3.0,6.0,1.4,0.3,2.6,2.3,16.8,9.81
206,holmeri01,2015,Richaun Holmes,PF,22,PHI,51,1,13.8,2.2,4.4,0.514,0.2,0.9,0.182,2.1,3.5,0.596,0.532,1.0,1.5,0.689,1.2,1.4,2.6,0.6,0.4,0.8,0.6,1.8,5.6,4.34
207,hoodro01,2015,Rodney Hood,SG,23,UTA,79,79,32.2,5.2,12.3,0.42,2.0,5.7,0.359,3.1,6.6,0.472,0.503,2.2,2.5,0.86,0.5,2.9,3.4,2.7,0.9,0.2,1.6,2.6,14.5,7.91
208,horfoal01,2015,Al Horford,C,29,ATL,82,82,32.1,6.5,12.8,0.505,1.1,3.1,0.344,5.4,9.7,0.557,0.547,1.3,1.6,0.798,1.8,5.5,7.3,3.2,0.8,1.5,1.3,2.0,15.2,11.73
209,howardw01,2015,Dwight Howard,C,30,HOU,71,71,32.1,5.2,8.5,0.62,0.0,0.1,0.0,5.2,8.4,0.626,0.62,3.3,6.7,0.489,3.4,8.4,11.8,1.4,1.0,1.6,2.3,3.1,13.7,9.25
210,huertma01,2015,Marcelo Huertas,PG,32,LAL,53,0,16.4,1.8,4.3,0.422,0.3,1.2,0.262,1.5,3.2,0.479,0.457,0.5,0.5,0.931,0.3,1.4,1.7,3.4,0.5,0.1,1.5,1.4,4.5,3.53
214,ibakase01,2015,Serge Ibaka,PF,26,OKC,78,78,32.1,5.3,11.1,0.479,0.8,2.4,0.326,4.6,8.8,0.52,0.513,1.2,1.6,0.752,1.8,5.0,6.8,0.8,0.5,1.9,1.4,2.7,12.6,8.66
215,iguodan01,2015,Andre Iguodala,SF,32,GSW,65,1,26.6,2.7,5.7,0.478,0.8,2.4,0.351,1.9,3.3,0.57,0.552,0.8,1.3,0.614,0.8,3.2,4.0,3.4,1.1,0.3,1.2,1.6,7.0,5.84
216,ilyaser01,2015,Ersan ?lyasova,PF,28,DET,52,52,27.6,4.2,9.8,0.425,1.5,4.1,0.363,2.7,5.6,0.471,0.502,1.5,2.1,0.725,1.9,3.5,5.4,1.1,0.7,0.5,1.1,2.3,11.3,6.95
217,inglejo01,2015,Joe Ingles,SF,28,UTA,81,2,15.3,1.5,3.6,0.426,1.0,2.6,0.386,0.5,1.0,0.531,0.565,0.2,0.2,0.722,0.2,1.6,1.9,1.2,0.7,0.0,0.8,1.2,4.2,2.78
219,irvinky01,2015,Kyrie Irving,PG,23,CLE,53,53,31.5,7.4,16.6,0.448,1.6,4.9,0.321,5.8,11.6,0.502,0.496,3.2,3.6,0.885,0.8,2.1,3.0,4.7,1.1,0.3,2.3,2.0,19.6,10.78
221,jacksre01,2015,Reggie Jackson,PG,25,DET,79,79,30.7,6.8,15.7,0.434,1.5,4.2,0.353,5.3,11.5,0.464,0.482,3.7,4.3,0.864,0.7,2.5,3.2,6.2,0.7,0.1,2.8,2.4,18.8,10.39
222,jamesle01,2015,LeBron James,SF,31,CLE,76,76,35.6,9.7,18.6,0.52,1.1,3.7,0.309,8.6,14.9,0.573,0.551,4.7,6.5,0.731,1.5,6.0,7.4,6.8,1.4,0.6,3.3,1.9,25.3,15.37
223,jeffeal01,2015,Al Jefferson,C,31,CHO,47,18,23.3,5.2,10.7,0.485,0.0,0.0,0.0,5.2,10.7,0.485,0.485,1.5,2.4,0.649,1.2,5.2,6.4,1.5,0.6,0.9,0.7,2.5,12.0,7.85
225,jefferi01,2015,Richard Jefferson,SF,35,CLE,74,5,17.9,1.9,4.2,0.458,0.9,2.3,0.382,1.0,1.9,0.554,0.564,0.8,1.2,0.667,0.2,1.5,1.7,0.8,0.4,0.2,0.6,1.7,5.5,3.44
228,jerebjo01,2015,Jonas Jerebko,PF,28,BOS,78,0,15.1,1.5,3.7,0.413,0.6,1.4,0.398,1.0,2.3,0.421,0.488,0.8,1.0,0.782,1.0,2.7,3.7,0.8,0.3,0.3,0.7,1.8,4.4,3.18
229,johnsam01,2015,Amir Johnson,PF,28,BOS,79,76,22.8,3.2,5.4,0.585,0.1,0.5,0.233,3.0,4.8,0.624,0.596,0.9,1.5,0.57,2.3,4.1,6.4,1.7,0.7,1.1,1.2,2.7,7.3,7.29
230,johnsch04,2015,Chris Johnson,SF,25,UTA,70,2,12.2,1.0,2.8,0.371,0.4,1.4,0.273,0.6,1.4,0.474,0.441,0.5,0.6,0.81,0.4,1.5,1.9,0.6,0.5,0.3,0.6,1.4,2.9,1.77
231,johnsja01,2015,James Johnson,PF,28,TOR,57,32,16.2,2.0,4.2,0.475,0.4,1.2,0.303,1.6,3.1,0.54,0.517,0.7,1.2,0.574,0.5,1.7,2.2,1.2,0.5,0.6,0.9,1.5,5.0,3.41
232,johnsjo02,2015,Joe Johnson,SF,34,BRK,57,57,33.9,4.3,10.7,0.406,1.5,4.0,0.371,2.8,6.6,0.427,0.476,1.6,1.9,0.852,0.6,3.3,3.9,4.1,0.7,0.0,2.0,1.8,11.8,6.64
234,johnsst04,2015,Stanley Johnson,SF,19,DET,73,6,23.1,3.1,8.2,0.375,0.9,2.8,0.307,2.2,5.4,0.41,0.428,1.1,1.4,0.784,0.8,3.4,4.2,1.6,0.8,0.2,1.6,2.4,8.1,3.78
236,johnswe01,2015,Wesley Johnson,SF,28,LAC,80,9,20.8,2.6,6.4,0.404,1.3,3.9,0.333,1.3,2.6,0.51,0.504,0.4,0.6,0.652,0.5,2.6,3.1,0.6,1.1,0.7,0.7,2.2,6.9,4.5
237,jokicni01,2015,Nikola Joki?,C,20,DEN,80,55,21.7,3.8,7.5,0.512,0.4,1.1,0.333,3.5,6.5,0.541,0.535,1.9,2.4,0.811,2.3,4.7,7.0,2.4,1.0,0.6,1.3,2.6,10.0,8.0
239,jonesja02,2015,James Jones,SF,35,CLE,48,0,9.6,1.2,3.0,0.408,0.9,2.2,0.394,0.4,0.8,0.447,0.553,0.4,0.5,0.808,0.2,0.9,1.0,0.3,0.2,0.2,0.3,1.0,3.7,2.31
240,joneste01,2015,Terrence Jones,PF,24,HOU,50,11,20.9,3.3,7.3,0.452,0.5,1.6,0.316,2.8,5.8,0.49,0.486,1.5,2.3,0.664,1.2,3.0,4.2,0.8,0.5,0.8,1.0,1.7,8.7,5.03
242,jordade01,2015,DeAndre Jordan,C,27,LAC,77,77,33.7,4.6,6.6,0.703,0.0,0.0,0.0,4.6,6.6,0.704,0.703,3.5,8.0,0.43,3.5,10.3,13.8,1.2,0.7,2.3,1.4,2.7,12.7,9.9
243,josepco01,2015,Cory Joseph,SG,24,TOR,80,4,25.6,3.2,7.3,0.439,0.4,1.4,0.273,2.8,5.9,0.478,0.465,1.7,2.2,0.764,0.5,2.1,2.6,3.1,0.8,0.3,1.3,1.6,8.5,5.18
245,kaminfr01,2015,Frank Kaminsky,C,22,CHO,81,3,21.1,2.7,6.5,0.41,0.8,2.5,0.337,1.8,4.0,0.455,0.474,1.3,1.8,0.73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,1.6,7.5,4.55
251,knighbr03,2015,Brandon Knight,SG,24,PHO,52,50,36.0,7.1,17.2,0.415,2.3,6.8,0.342,4.8,10.5,0.461,0.482,3.0,3.5,0.852,0.7,3.2,3.9,5.1,1.2,0.4,3.4,2.4,19.6,9.7
252,korveky01,2015,Kyle Korver,SG,34,ATL,80,80,30.0,3.4,7.7,0.435,2.0,5.0,0.398,1.4,2.7,0.502,0.563,0.6,0.7,0.833,0.2,3.1,3.3,2.1,0.8,0.4,1.2,2.0,9.2,6.14
253,koufoko01,2015,Kosta Koufos,C,26,SAC,78,14,19.0,3.0,5.7,0.532,0.0,0.0,0.0,3.0,5.7,0.532,0.532,0.7,1.3,0.548,2.2,3.3,5.4,0.4,0.5,0.9,0.6,2.4,6.8,6.02
254,lambje01,2015,Jeremy Lamb,SG,23,CHO,66,0,18.6,3.5,7.7,0.451,0.8,2.7,0.309,2.6,5.0,0.529,0.506,1.0,1.3,0.727,0.7,3.2,3.8,1.2,0.6,0.5,0.8,1.6,8.8,5.41
