,Rk,Player_ID,YR,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSCR
39,38,beaslmi01,2011,Michael Beasley,SF,23,MIN,47,7,23.1,4.7,10.6,0.445,0.8,2.1,0.376,3.9,8.4,0.462,0.483,1.3,2.0,0.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,11.5,5.2
40,39,beaubro01,2011,Rodrigue Beaubois,PG,23,DAL,53,12,21.7,3.5,8.4,0.422,0.7,2.5,0.288,2.8,5.9,0.479,0.465,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9,5.54
41,40,belinma01,2011,Marco Belinelli,SG,25,NOH,66,55,29.8,4.3,10.4,0.417,1.6,4.3,0.377,2.7,6.1,0.445,0.495,1.5,2.0,0.783,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,11.8,5.85
45,44,biedran01,2011,Andris Biedri?š,C,25,GSW,47,35,15.7,0.8,1.4,0.609,0.0,0.0,0.0,0.8,1.4,0.609,0.609,0.0,0.2,0.111,1.0,2.8,3.7,0.3,0.5,1.0,0.3,2.7,1.7,3.35
47,46,biyombi01,2011,Bismack Biyombo,C,19,CHA,63,41,23.1,2.0,4.4,0.464,0.0,0.0,0.0,2.0,4.4,0.464,0.464,1.1,2.3,0.483,1.8,4.0,5.8,0.4,0.3,1.8,1.1,2.3,5.2,4.18
48,47,blairde01,2011,DeJuan Blair,PF,22,SAS,64,62,21.3,4.2,7.9,0.534,0.0,0.0,0.0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5,6.75
49,48,blakest01,2011,Steve Blake,PG,31,LAL,53,5,23.3,1.9,5.1,0.377,1.0,3.0,0.335,0.9,2.1,0.436,0.476,0.4,0.5,0.778,0.2,1.4,1.6,3.3,0.7,0.0,1.4,1.4,5.2,3.64
54,53,bonnema01,2011,Matt Bonner,PF,31,SAS,65,2,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6,4.9
55,54,booketr01,2011,Trevor Booker,PF,24,WAS,50,32,25.2,3.6,6.8,0.531,0.0,0.0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,8.4,6.67
56,55,boozeca01,2011,Carlos Boozer,PF,30,CHI,66,66,29.5,6.8,12.8,0.532,0.0,0.0,0.0,6.8,12.7,0.533,0.532,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,15.0,9.46
57,56,boshch01,2011,Chris Bosh,PF,27,MIA,57,57,35.2,6.9,14.2,0.487,0.2,0.6,0.286,6.7,13.5,0.496,0.493,4.0,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0,8.98
60,59,bradlav01,2011,Avery Bradley,PG,21,BOS,64,28,21.4,3.1,6.3,0.498,0.3,0.8,0.407,2.8,5.4,0.511,0.525,1.0,1.2,0.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6,4.5
61,60,brandel01,2011,Elton Brand,C,32,PHI,60,60,28.9,4.8,9.7,0.494,0.0,0.0,0.0,4.8,9.7,0.495,0.494,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,2.9,11.0,8.79
62,61,breweco01,2011,Corey Brewer,SF,25,DEN,59,17,21.8,3.4,7.8,0.434,0.6,2.2,0.26,2.8,5.7,0.5,0.47,1.5,2.2,0.692,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,8.9,4.93
63,62,brewero02,2011,Ronnie Brewer,SG,26,CHI,66,43,24.8,2.9,6.7,0.427,0.3,1.0,0.275,2.6,5.7,0.455,0.448,0.8,1.5,0.56,1.1,2.4,3.5,2.1,1.1,0.3,0.9,1.0,6.9,4.4
65,64,brookma01,2011,MarShon Brooks,SG,23,NJN,56,47,29.4,4.9,11.4,0.428,0.8,2.7,0.313,4.1,8.8,0.463,0.465,2.0,2.6,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6,6.21
66,65,brownde04,2011,Derrick Brown,SF,24,CHA,65,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,3.6,1.0,0.7,0.2,0.8,1.5,8.1,5.26
68,67,brownsh01,2011,Shannon Brown,SG,26,PHO,59,19,23.7,4.3,10.1,0.42,1.2,3.2,0.362,3.1,6.9,0.446,0.477,1.4,1.7,0.808,0.6,2.0,2.7,1.2,0.7,0.3,1.1,1.1,11.0,5.22
69,68,bryanko01,2011,Kobe Bryant,SG,33,LAL,58,58,38.5,9.9,23.0,0.43,1.5,4.9,0.303,8.4,18.1,0.464,0.462,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,11.42
70,69,budinch01,2011,Chase Budinger,SF,23,HOU,58,9,22.4,3.6,8.1,0.442,1.5,3.8,0.402,2.1,4.3,0.476,0.535,0.9,1.2,0.771,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,9.6,5.54
71,70,burksal01,2011,Alec Burks,SG,20,UTA,59,0,15.9,2.6,6.1,0.429,0.3,0.8,0.333,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2,3.35
72,71,butleca01,2011,Caron Butler,SF,31,LAC,63,63,29.7,4.6,11.2,0.407,1.5,4.1,0.358,3.1,7.1,0.435,0.472,1.4,1.7,0.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,2.0,12.0,5.76
76,75,bynuman01,2011,Andrew Bynum,C,24,LAL,60,60,35.2,7.4,13.3,0.558,0.0,0.1,0.2,7.4,13.2,0.56,0.558,3.9,5.6,0.692,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7,11.28
78,77,caldejo01,2011,José Calderón,PG,30,TOR,53,53,33.9,4.1,9.0,0.457,1.1,3.0,0.371,3.0,6.0,0.5,0.519,1.1,1.3,0.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,1.8,10.5,10.11
82,79,cardibr01,2011,Brian Cardinal,SF,34,DAL,44,0,6.3,0.3,1.3,0.255,0.2,1.1,0.204,0.1,0.1,0.667,0.345,0.1,0.1,0.833,0.1,0.7,0.8,0.4,0.2,0.0,0.2,0.9,1.0,0.64
86,81,carroma01,2011,Matt Carroll,SG,31,CHA,53,2,11.2,1.0,3.0,0.331,0.2,0.8,0.186,0.8,2.2,0.386,0.357,0.6,0.7,0.789,0.2,0.9,1.1,0.7,0.3,0.1,0.5,1.0,2.7,1.08
88,83,cartevi01,2011,Vince Carter,SG,35,DAL,61,40,25.3,3.7,8.9,0.411,1.2,3.4,0.361,2.4,5.5,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1,5.67
89,84,casspom01,2011,Omri Casspi,SF,23,CLE,65,35,20.6,2.6,6.3,0.403,0.8,2.6,0.315,1.7,3.8,0.463,0.467,1.1,1.7,0.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,1.8,7.1,3.94
90,85,chalmma01,2011,Mario Chalmers,PG,25,MIA,64,64,28.5,3.5,7.8,0.448,1.6,4.1,0.388,1.9,3.7,0.513,0.549,1.3,1.6,0.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,9.8,6.22
91,86,chandty01,2011,Tyson Chandler,C,29,NYK,62,62,33.2,3.9,5.7,0.679,0.0,0.0,0.0,3.9,5.7,0.683,0.679,3.5,5.1,0.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3,9.02
94,89,clarkea01,2011,Earl Clark,PF,24,ORL,45,1,12.4,1.1,3.1,0.367,0.0,0.0,0.0,1.1,3.1,0.367,0.367,0.5,0.6,0.724,0.8,2.0,2.8,0.4,0.3,0.7,0.6,1.6,2.7,1.9
95,90,coleno01,2011,Norris Cole,PG,23,MIA,65,2,19.4,2.7,6.9,0.393,0.3,1.2,0.276,2.4,5.8,0.417,0.417,1.0,1.3,0.776,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.9,6.8,2.9
97,92,collida01,2011,Darren Collison,PG,24,IND,60,56,31.3,3.8,8.7,0.44,0.6,1.6,0.362,3.3,7.2,0.457,0.472,2.1,2.6,0.83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,10.4,6.58
98,93,collini01,2011,Nick Collison,PF,31,OKC,63,0,20.7,1.9,3.2,0.597,0.0,0.0,0.0,1.9,3.2,0.6,0.597,0.7,1.0,0.71,1.9,2.5,4.3,1.3,0.5,0.4,1.0,2.4,4.5,4.82
99,94,conlemi01,2011,Mike Conley,PG,24,MEM,62,61,35.1,4.8,11.0,0.433,1.0,2.6,0.377,3.8,8.5,0.45,0.477,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,12.7,8.85
103,96,cookda02,2011,Daequan Cook,SG,24,OKC,57,22,17.4,1.9,5.2,0.368,1.4,4.0,0.346,0.5,1.2,0.441,0.502,0.2,0.4,0.636,0.2,1.9,2.1,0.3,0.4,0.2,0.3,1.2,5.5,3.05
104,97,couside01,2011,DeMarcus Cousins,C,21,SAC,64,62,30.5,7.0,15.6,0.448,0.0,0.2,0.143,7.0,15.4,0.453,0.449,4.1,5.8,0.702,4.1,6.8,11.0,1.6,1.5,1.2,2.7,4.0,18.1,9.75
105,98,crawfja01,2011,Jamal Crawford,PG,31,POR,60,6,26.9,4.7,12.3,0.384,1.3,4.3,0.308,3.4,8.0,0.426,0.438,3.2,3.4,0.927,0.3,1.7,2.0,3.2,0.9,0.2,1.9,1.2,14.0,5.8
106,99,crawfjo02,2011,Jordan Crawford,SG,23,WAS,64,32,27.4,5.5,13.6,0.4,1.2,4.3,0.289,4.2,9.4,0.451,0.446,2.5,3.2,0.793,0.7,1.9,2.6,3.0,0.9,0.1,2.2,1.7,14.7,6.24
107,100,cunnida01,2011,Dante Cunningham,PF,24,MEM,64,5,17.6,2.3,4.4,0.516,0.0,0.0,0.0,2.3,4.3,0.52,0.516,0.7,1.1,0.652,1.4,2.4,3.8,0.6,0.7,0.5,0.5,1.5,5.2,4.17
110,103,dalemsa01,2011,Samuel Dalembert,C,30,HOU,65,45,22.2,3.1,6.1,0.506,0.0,0.0,0.0,3.1,6.1,0.508,0.506,1.4,1.7,0.796,2.4,4.6,7.0,0.5,0.6,1.7,1.3,2.5,7.5,6.15
114,107,davised01,2011,Ed Davis,PF,22,TOR,66,9,23.2,2.6,5.1,0.513,0.0,0.0,0.0,2.6,5.1,0.515,0.513,1.1,1.6,0.67,2.0,4.6,6.6,0.9,0.6,1.0,1.0,2.4,6.3,5.38
115,108,davisgl01,2011,Glen Davis,PF,26,ORL,61,13,23.4,3.7,8.8,0.421,0.0,0.2,0.143,3.7,8.5,0.429,0.423,1.9,2.7,0.683,1.8,3.7,5.4,0.8,0.7,0.3,1.2,1.7,9.3,4.29
119,112,delfica01,2011,Carlos Delfino,SF,29,MIL,54,53,28.5,3.4,8.4,0.402,1.6,4.4,0.36,1.8,4.0,0.449,0.497,0.7,0.9,0.792,0.4,3.5,3.9,2.3,1.5,0.2,1.2,1.8,9.0,5.39
120,113,denglu01,2011,Luol Deng,SF,26,CHI,54,54,39.4,5.8,14.0,0.412,1.5,4.0,0.367,4.3,10.0,0.43,0.464,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1.0,0.7,1.8,1.5,15.3,7.92
124,115,derozde01,2011,DeMar DeRozan,SG,22,TOR,63,63,35.0,6.0,14.3,0.422,0.4,1.5,0.261,5.7,12.9,0.44,0.435,4.3,5.3,0.81,0.6,2.7,3.3,2.0,0.8,0.3,2.0,2.6,16.7,6.32
130,119,doolike01,2011,Keyon Dooling,SG,31,BOS,46,2,14.4,1.4,3.5,0.405,0.6,1.8,0.333,0.8,1.8,0.476,0.488,0.5,0.7,0.742,0.1,0.8,0.8,1.1,0.3,0.0,0.7,1.2,4.0,2.25
132,121,dragigo01,2011,Goran Dragi?,PG,25,HOU,66,28,26.5,4.2,9.1,0.462,1.0,3.1,0.337,3.2,6.0,0.525,0.518,2.3,2.9,0.805,0.8,1.7,2.5,5.3,1.3,0.2,2.4,2.5,11.7,7.94
133,122,dudleja01,2011,Jared Dudley,SG,26,PHO,65,60,31.1,4.8,9.9,0.485,1.2,3.2,0.383,3.6,6.7,0.535,0.547,1.8,2.5,0.726,1.5,3.2,4.6,1.7,0.8,0.3,1.1,1.6,12.7,7.96
134,123,duhonch01,2011,Chris Duhon,PG,29,ORL,63,9,19.5,1.3,3.2,0.419,0.8,1.9,0.42,0.6,1.3,0.417,0.542,0.3,0.3,0.81,0.2,1.4,1.6,2.4,0.6,0.1,1.3,1.1,3.8,2.87
135,124,duncati01,2011,Tim Duncan,C,35,SAS,58,58,28.2,6.2,12.6,0.492,0.0,0.1,0.0,6.2,12.6,0.495,0.492,3.0,4.3,0.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,15.4,9.11
136,125,dunlemi02,2011,Mike Dunleavy,SF,31,MIL,55,3,26.3,4.3,9.2,0.474,1.5,3.8,0.399,2.8,5.4,0.527,0.557,2.1,2.6,0.811,0.5,3.2,3.7,2.1,0.5,0.1,1.1,1.6,12.3,7.13
137,126,duranke01,2011,Kevin Durant,SF,23,OKC,66,66,38.6,9.7,19.7,0.496,2.0,5.2,0.387,7.7,14.4,0.535,0.547,6.5,7.6,0.86,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,13.16
140,129,ellinwa01,2011,Wayne Ellington,SG,24,MIN,51,4,19.1,2.4,5.9,0.404,0.7,2.1,0.324,1.7,3.8,0.448,0.462,0.6,0.8,0.8,0.3,1.7,1.9,0.6,0.5,0.2,0.5,1.1,6.1,3.08
149,136,evansre01,2011,Reggie Evans,PF,31,LAC,56,0,13.8,0.6,1.3,0.472,0.0,0.0,0.0,0.6,1.3,0.472,0.472,0.6,1.3,0.507,1.8,3.1,4.8,0.3,0.6,0.1,0.8,2.1,1.9,2.05
150,137,evansty01,2011,Tyreke Evans,SG,22,SAC,63,61,34.3,6.5,14.3,0.453,0.3,1.6,0.202,6.2,12.7,0.484,0.464,3.2,4.1,0.779,1.0,3.6,4.6,4.5,1.3,0.5,2.7,2.2,16.5,8.55
154,139,farieke01,2011,Kenneth Faried,PF,22,DEN,46,39,22.5,3.9,6.7,0.586,0.0,0.0,0.0,3.9,6.7,0.586,0.586,2.4,3.6,0.665,3.1,4.6,7.7,0.8,0.7,1.0,1.2,2.5,10.2,7.9
156,141,favorde01,2011,Derrick Favors,PF,20,UTA,65,9,21.2,3.4,6.8,0.499,0.0,0.0,0.0,3.4,6.8,0.499,0.499,1.9,3.0,0.649,2.4,4.1,6.5,0.7,0.6,1.0,1.6,2.2,8.8,5.59
157,142,feltora01,2011,Raymond Felton,PG,27,POR,60,56,31.8,4.4,10.7,0.407,1.0,3.4,0.305,3.3,7.3,0.453,0.455,1.7,2.1,0.806,0.5,2.0,2.5,6.5,1.3,0.2,2.8,2.0,11.4,7.19
160,145,fieldla01,2011,Landry Fields,SG,23,NYK,66,62,28.7,3.6,7.8,0.46,0.5,1.8,0.256,3.1,5.9,0.523,0.49,1.2,2.1,0.562,0.9,3.3,4.2,2.6,1.2,0.3,1.5,1.5,8.8,5.22
168,149,forbega01,2011,Gary Forbes,SG,26,TOR,48,2,14.9,2.3,5.6,0.413,0.6,1.7,0.349,1.7,3.9,0.441,0.467,1.4,1.9,0.725,0.6,1.6,2.1,1.1,0.5,0.1,1.1,1.2,6.6,2.92
174,153,foyera01,2011,Randy Foye,SG,28,LAC,65,48,25.9,3.9,9.9,0.398,2.0,5.1,0.386,2.0,4.8,0.41,0.496,1.1,1.3,0.859,0.4,1.7,2.1,2.2,0.7,0.4,1.1,2.0,11.0,6.47
175,154,fredeji01,2011,Jimmer Fredette,PG,22,SAC,61,7,18.6,2.8,7.3,0.386,1.3,3.5,0.361,1.5,3.8,0.409,0.473,0.7,0.8,0.833,0.3,0.9,1.2,1.8,0.5,0.0,1.1,1.2,7.6,3.86
176,155,kanteen01,2011,Enes Freedom,C,19,UTA,66,0,13.2,1.8,3.6,0.496,0.0,0.0,0.0,1.8,3.6,0.498,0.496,1.1,1.6,0.667,1.6,2.6,4.2,0.1,0.3,0.3,0.8,1.3,4.6,2.84
177,156,fryech01,2011,Channing Frye,PF,28,PHO,64,59,26.1,4.0,9.6,0.416,1.4,4.1,0.346,2.6,5.5,0.469,0.49,1.1,1.3,0.89,1.1,4.8,5.9,1.4,0.7,1.1,1.0,2.8,10.5,7.06
179,158,gainesu01,2011,Sundiata Gaines,SG,25,NJN,57,12,13.9,1.8,4.8,0.376,0.5,1.4,0.341,1.3,3.3,0.392,0.428,1.0,1.7,0.615,0.5,1.4,1.9,2.2,1.0,0.0,0.9,1.0,5.1,2.77
181,160,garcifr01,2011,Francisco García,SF,30,SAC,49,3,16.3,1.8,4.7,0.376,0.8,2.7,0.29,1.0,2.0,0.49,0.459,0.5,0.6,0.8,0.2,1.8,2.0,0.6,0.7,0.8,0.4,1.5,4.8,3.11
182,161,garneke01,2011,Kevin Garnett,C,35,BOS,60,60,31.1,6.5,13.0,0.503,0.1,0.2,0.333,6.5,12.8,0.505,0.505,2.7,3.2,0.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,15.8,9.6
183,162,gasolma01,2011,Marc Gasol,C,27,MEM,65,65,36.5,5.5,11.4,0.482,0.0,0.2,0.083,5.5,11.2,0.489,0.483,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,14.6,9.52
184,163,gasolpa01,2011,Pau Gasol,PF,31,LAL,65,65,37.4,7.1,14.1,0.501,0.1,0.4,0.259,7.0,13.7,0.508,0.504,3.1,4.0,0.782,2.8,7.6,10.4,3.6,0.6,1.4,2.2,2.0,17.4,11.59
185,164,gayru01,2011,Rudy Gay,SF,25,MEM,65,65,37.3,7.5,16.4,0.455,0.8,2.7,0.312,6.6,13.8,0.482,0.48,3.2,4.0,0.791,2.0,4.4,6.4,2.3,1.5,0.8,2.5,2.1,19.0,9.55
186,165,geeal01,2011,Alonzo Gee,SG,24,CLE,63,31,29.0,3.6,8.7,0.412,0.7,2.2,0.321,2.9,6.6,0.442,0.452,2.7,3.4,0.788,1.6,3.5,5.1,1.8,1.3,0.3,1.8,2.4,10.6,5.26
187,166,georgpa01,2011,Paul George,SG,21,IND,66,66,29.7,4.3,9.7,0.44,1.4,3.5,0.385,2.9,6.1,0.472,0.51,2.2,2.8,0.802,0.8,4.8,5.6,2.4,1.6,0.6,1.8,2.9,12.1,7.05
189,168,gibsota01,2011,Taj Gibson,PF,26,CHI,63,0,20.4,3.2,6.4,0.495,0.0,0.0,0.0,3.2,6.4,0.495,0.495,1.3,2.1,0.622,2.1,3.1,5.3,0.7,0.4,1.3,1.0,2.1,7.7,5.85
195,172,goodedr01,2011,Drew Gooden,C,30,MIL,56,46,26.2,5.1,11.7,0.437,0.3,1.0,0.291,4.8,10.8,0.45,0.449,3.1,3.7,0.846,2.3,4.2,6.5,2.6,0.8,0.6,1.9,2.0,13.7,7.58
196,173,gordobe01,2011,Ben Gordon,SG,28,DET,52,21,26.9,4.5,10.2,0.442,1.2,2.8,0.429,3.3,7.4,0.446,0.501,2.3,2.6,0.86,0.3,2.1,2.3,2.4,0.7,0.2,2.2,2.2,12.5,5.91
198,175,gortama01,2011,Marcin Gortat,C,27,PHO,66,66,32.0,6.5,11.7,0.555,0.0,0.0,0.0,6.5,11.6,0.557,0.555,2.5,3.8,0.649,2.8,7.2,10.0,0.9,0.7,1.5,1.4,2.2,15.4,10.41
200,177,grangda01,2011,Danny Granger,SF,28,IND,62,62,33.3,6.3,15.2,0.416,2.0,5.2,0.381,4.3,10.0,0.434,0.481,4.1,4.7,0.873,1.3,3.7,5.0,1.8,1.0,0.6,1.8,2.3,18.7,8.77
201,178,grayaa01,2011,Aaron Gray,C,27,TOR,49,40,16.6,1.7,3.3,0.516,0.0,0.0,0.0,1.7,3.3,0.516,0.516,0.5,1.0,0.532,1.7,4.0,5.7,0.6,0.4,0.3,1.0,2.6,3.9,3.53
202,179,greenda02,2011,Danny Green,SG,24,SAS,66,38,23.1,3.2,7.2,0.442,1.5,3.5,0.436,1.7,3.7,0.449,0.549,1.2,1.5,0.79,0.8,2.6,3.5,1.3,0.9,0.7,1.0,1.6,9.1,5.86
204,181,greenwi01,2011,Willie Green,SG,30,ATL,53,2,17.4,2.9,6.1,0.471,0.9,2.1,0.442,1.9,4.0,0.486,0.548,0.9,1.1,0.857,0.3,1.2,1.5,0.8,0.4,0.1,0.6,1.4,7.6,4.49
205,182,greendo01,2011,Donté Greene,PF,23,SAC,53,7,14.7,2.0,5.0,0.406,0.5,2.0,0.238,1.6,3.0,0.516,0.453,0.8,1.0,0.8,0.4,2.2,2.5,0.6,0.3,0.5,0.6,1.3,5.4,2.95
206,183,griffbl01,2011,Blake Griffin,PF,22,LAC,66,66,36.2,8.5,15.5,0.549,0.0,0.2,0.125,8.5,15.2,0.556,0.55,3.7,7.1,0.521,3.3,7.6,10.9,3.2,0.8,0.7,2.3,3.3,20.7,12.99
210,187,hansbty01,2011,Tyler Hansbrough,PF,26,IND,66,0,21.8,2.9,7.3,0.405,0.0,0.0,0.0,2.9,7.2,0.406,0.405,3.4,4.2,0.813,1.7,2.7,4.4,0.5,0.8,0.1,1.0,2.4,9.3,3.88
212,189,hardeja01,2011,James Harden,SG,22,OKC,62,2,31.4,5.0,10.1,0.491,1.8,4.7,0.39,3.1,5.4,0.579,0.582,5.0,6.0,0.846,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8,9.17
215,192,harrial01,2011,Al Harrington,PF,31,DEN,64,1,27.5,5.4,12.1,0.446,1.6,4.7,0.333,3.8,7.3,0.519,0.512,1.9,2.8,0.676,1.1,5.0,6.1,1.4,0.9,0.2,1.8,2.8,14.2,7.22
216,193,harride01,2011,Devin Harris,PG,28,UTA,63,63,27.6,3.8,8.6,0.445,1.2,3.4,0.362,2.6,5.2,0.498,0.516,2.5,3.3,0.746,0.2,1.6,1.8,5.0,1.0,0.2,1.9,2.2,11.3,7.24
220,197,hasleud01,2011,Udonis Haslem,PF,31,MIA,64,10,24.8,2.4,5.6,0.423,0.0,0.0,0.0,2.4,5.6,0.423,0.423,1.3,1.6,0.814,1.8,5.5,7.3,0.7,0.5,0.4,0.9,2.2,6.0,3.89
222,199,hayesch01,2011,Chuck Hayes,C,28,SAC,54,9,19.2,1.4,3.1,0.429,0.0,0.0,0.0,1.4,3.1,0.435,0.429,0.5,0.7,0.667,1.3,3.0,4.3,1.4,0.7,0.3,0.9,2.1,3.2,3.15
