Rk,Player_ID,YR,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSCR
22,augusdj01,2016,D.J. Augustin,PG,29,ORL,78,20,19.7,2.5,6.6,0.377,1.2,3.5,0.347,1.3,3.1,0.412,0.469,1.7,2.1,0.814,0.2,1.3,1.5,2.7,0.4,0.0,1.2,1.3,7.9,4.11
23,babbilu01,2016,Luke Babbitt,SF,27,MIA,68,55,15.7,1.7,4.1,0.402,1.3,3.1,0.414,0.4,1.0,0.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,1.7,4.8,3.36
24,bakerro01,2016,Ron Baker,SG,23,NYK,52,13,16.5,1.6,4.2,0.378,0.4,1.7,0.267,1.1,2.5,0.45,0.431,0.5,0.8,0.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,1.4,4.1,2.49
26,barbole01,2016,Leandro Barbosa,SG,34,PHO,67,0,14.4,2.6,5.9,0.439,0.5,1.5,0.357,2.0,4.4,0.466,0.483,0.6,0.7,0.889,0.2,1.3,1.6,1.2,0.5,0.1,0.7,1.2,6.3,3.52
28,barneha02,2016,Harrison Barnes,PF,24,DAL,79,79,35.5,7.6,16.2,0.468,1.0,2.8,0.351,6.6,13.4,0.492,0.498,3.1,3.6,0.861,1.2,3.8,5.0,1.5,0.8,0.2,1.3,1.6,19.2,9.59
29,barnema02,2016,Matt Barnes,SF,36,SAC,54,13,25.3,2.7,7.1,0.384,1.3,3.9,0.327,1.4,3.2,0.453,0.474,0.9,1.2,0.758,1.0,4.4,5.4,2.8,0.7,0.3,1.5,2.6,7.6,5.28
30,bartowi01,2016,Will Barton,SG,26,DEN,60,19,28.4,4.9,11.1,0.443,1.5,3.9,0.37,3.5,7.2,0.483,0.508,2.4,3.2,0.753,1.0,3.4,4.3,3.4,0.8,0.5,1.6,1.8,13.7,8.2
31,bassbr01,2016,Brandon Bass,PF,31,LAC,52,0,11.1,2.1,3.6,0.575,0.0,0.1,0.333,2.0,3.5,0.579,0.578,1.5,1.7,0.875,0.8,1.7,2.5,0.4,0.3,0.2,0.6,0.9,5.6,3.38
32,batumni01,2016,Nicolas Batum,SG,28,CHO,77,77,34.0,5.1,12.7,0.403,1.8,5.3,0.333,3.4,7.4,0.453,0.472,3.2,3.7,0.856,0.6,5.6,6.2,5.9,1.1,0.4,2.5,1.4,15.1,8.38
34,baynear01,2016,Aron Baynes,C,30,DET,75,2,15.5,1.9,3.7,0.513,0.0,0.0,0.0,1.9,3.7,0.513,0.513,1.1,1.3,0.84,1.5,3.0,4.4,0.4,0.2,0.5,0.7,2.2,4.9,3.97
35,bazemke01,2016,Kent Bazemore,SF,27,ATL,73,64,26.9,4.0,9.9,0.409,1.3,3.6,0.346,2.8,6.2,0.446,0.473,1.6,2.3,0.708,0.6,2.5,3.2,2.4,1.2,0.7,1.7,2.3,11.0,5.92
36,bealbr01,2016,Bradley Beal,SG,23,WAS,77,77,34.9,8.3,17.2,0.482,2.9,7.2,0.404,5.4,10.0,0.538,0.566,3.7,4.4,0.825,0.7,2.4,3.1,3.5,1.1,0.3,2.0,2.2,23.1,13.17
38,beaslmi01,2016,Michael Beasley,PF,28,MIL,56,6,16.7,3.9,7.3,0.532,0.3,0.8,0.419,3.5,6.5,0.545,0.554,1.4,1.9,0.743,0.7,2.7,3.4,0.9,0.5,0.5,1.2,1.6,9.4,5.44
39,belinma01,2016,Marco Belinelli,SG,30,CHO,74,0,24.0,3.6,8.3,0.429,1.4,3.8,0.36,2.2,4.5,0.488,0.512,2.0,2.3,0.893,0.2,2.2,2.4,2.0,0.6,0.1,0.9,1.2,10.5,5.6
44,bertada01,2016,D?vis Bert?ns,PF,24,SAS,67,6,12.1,1.5,3.5,0.44,1.0,2.6,0.399,0.5,0.9,0.557,0.588,0.4,0.5,0.824,0.3,1.1,1.5,0.7,0.3,0.4,0.5,1.1,4.5,3.21
45,beverpa01,2016,Patrick Beverley,SG,28,HOU,67,67,30.7,3.4,8.1,0.42,1.6,4.3,0.382,1.8,3.8,0.463,0.521,1.1,1.4,0.768,1.4,4.4,5.9,4.2,1.5,0.4,1.5,3.3,9.5,8.21
46,biyombi01,2016,Bismack Biyombo,C,24,ORL,81,27,22.1,2.2,4.2,0.528,0.0,0.0,0.0,2.2,4.2,0.528,0.528,1.5,2.9,0.534,1.9,5.1,7.0,0.9,0.3,1.1,1.2,2.5,6.0,4.71
47,bjeline01,2016,Nemanja Bjelica,PF,28,MIN,65,1,18.3,2.3,5.5,0.424,0.9,2.7,0.316,1.5,2.8,0.531,0.503,0.7,0.9,0.738,0.9,2.9,3.8,1.2,0.6,0.3,0.9,2.4,6.2,4.37
48,blackta01,2016,Tarik Black,C,25,LAL,67,16,16.3,2.2,4.4,0.51,0.0,0.0,0.5,2.2,4.4,0.51,0.512,1.2,1.6,0.752,2.1,3.0,5.1,0.6,0.4,0.7,0.9,2.6,5.7,4.9
49,bledser01,2016,Eric Bledsoe,PG,27,PHO,66,66,33.0,6.8,15.7,0.434,1.6,4.7,0.335,5.2,11.0,0.477,0.485,5.9,6.9,0.847,0.8,4.1,4.8,6.3,1.4,0.5,3.4,2.5,21.1,10.63
50,bogdabo02,2016,Bojan Bogdanovi?,SF,27,BRK,55,54,26.9,4.9,11.1,0.44,1.8,5.0,0.357,3.1,6.1,0.509,0.521,2.7,3.0,0.874,0.4,3.2,3.6,1.6,0.4,0.1,1.7,1.8,14.2,6.6
53,bookede01,2016,Devin Booker,SG,20,PHO,78,78,35.0,7.8,18.3,0.423,1.9,5.2,0.363,5.9,13.2,0.447,0.475,4.7,5.7,0.832,0.6,2.6,3.2,3.4,0.9,0.3,3.1,3.1,22.1,9.4
54,booketr01,2016,Trevor Booker,PF,29,BRK,71,43,24.7,4.3,8.3,0.516,0.4,1.1,0.321,3.9,7.2,0.546,0.537,1.0,1.5,0.673,2.0,6.0,8.0,1.9,1.1,0.4,1.8,2.1,10.0,6.96
55,bradlav01,2016,Avery Bradley,SG,26,BOS,55,55,33.4,6.5,14.1,0.463,2.0,5.0,0.39,4.6,9.1,0.504,0.533,1.2,1.7,0.731,1.2,4.9,6.1,2.2,1.2,0.2,1.6,2.6,16.3,9.83
56,breweco01,2016,Corey Brewer,SF,30,HOU,58,8,15.9,1.6,3.9,0.414,0.4,1.6,0.234,1.2,2.3,0.541,0.463,0.6,0.8,0.727,0.4,1.6,2.0,1.1,0.6,0.2,0.6,1.8,4.2,2.86
57,brogdma01,2016,Malcolm Brogdon,SG,24,MIL,75,28,26.4,3.9,8.5,0.457,1.0,2.6,0.404,2.8,5.9,0.48,0.518,1.5,1.7,0.865,0.6,2.2,2.8,4.2,1.1,0.2,1.5,1.9,10.2,7.29
58,brookaa01,2016,Aaron Brooks,PG,32,IND,65,0,13.8,1.9,4.6,0.403,0.7,2.0,0.375,1.1,2.6,0.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,1.4,5.0,3.27
61,brownja02,2016,Jaylen Brown,SF,20,BOS,78,20,17.2,2.5,5.4,0.454,0.6,1.7,0.341,1.9,3.7,0.507,0.508,1.1,1.6,0.685,0.6,2.2,2.8,0.8,0.4,0.2,0.9,1.8,6.6,3.68
62,brussni01,2016,Nicolás Brussino,SG,23,DAL,54,2,9.6,1.0,2.6,0.369,0.5,1.8,0.305,0.4,0.9,0.5,0.472,0.3,0.4,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,0.8,2.8,1.97
64,burketr01,2016,Trey Burke,PG,24,WAS,57,0,12.3,2.0,4.5,0.455,0.5,1.2,0.443,1.5,3.2,0.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,0.9,5.0,3.25
66,butleji01,2016,Jimmy Butler,SF,27,CHI,76,75,37.0,7.5,16.5,0.455,1.2,3.3,0.367,6.3,13.2,0.477,0.492,7.7,8.9,0.865,1.7,4.5,6.2,5.5,1.9,0.4,2.1,1.5,23.9,12.53
69,caldwke01,2016,Kentavious Caldwell-Pope,SG,23,DET,76,75,33.3,4.9,12.2,0.399,2.0,5.8,0.35,2.9,6.5,0.442,0.481,2.0,2.4,0.832,0.7,2.5,3.3,2.5,1.2,0.2,1.1,1.6,13.8,7.38
71,capelca01,2016,Clint Capela,C,22,HOU,65,59,23.9,5.6,8.7,0.643,0.0,0.0,0.0,5.6,8.7,0.643,0.643,1.4,2.7,0.531,2.7,5.4,8.1,1.0,0.5,1.2,1.3,2.8,12.6,10.36
72,carrode01,2016,DeMarre Carroll,SF,30,TOR,72,72,26.1,3.1,7.6,0.4,1.5,4.4,0.341,1.5,3.2,0.483,0.499,1.2,1.6,0.761,0.9,2.9,3.8,1.0,1.1,0.4,0.8,2.0,8.9,5.31
73,cartevi01,2016,Vince Carter,SF,40,MEM,73,15,24.6,2.6,6.7,0.394,1.5,4.1,0.378,1.1,2.7,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,5.37
74,cartemi01,2016,Michael Carter-Williams,PG,25,CHI,45,19,18.8,2.5,6.8,0.366,0.3,1.4,0.234,2.2,5.4,0.401,0.391,1.3,1.7,0.753,0.5,2.9,3.4,2.5,0.8,0.5,1.5,2.3,6.6,3.51
76,caulewi01,2016,Willie Cauley-Stein,C,23,SAC,75,21,18.9,3.4,6.4,0.53,0.0,0.0,0.0,3.4,6.4,0.532,0.53,1.3,2.0,0.669,1.1,3.4,4.5,1.1,0.7,0.6,0.9,2.0,8.1,5.52
77,chandty01,2016,Tyson Chandler,C,34,PHO,47,46,27.6,3.3,4.9,0.671,0.0,0.0,0.0,3.3,4.9,0.671,0.671,1.9,2.6,0.734,3.3,8.2,11.5,0.6,0.7,0.5,1.4,2.7,8.4,7.25
78,chandwi01,2016,Wilson Chandler,SF,29,DEN,71,33,30.9,6.1,13.2,0.461,1.5,4.6,0.337,4.5,8.6,0.527,0.52,2.0,2.7,0.727,1.5,5.0,6.5,2.0,0.7,0.4,1.6,2.4,15.7,9.11
79,chrisma01,2016,Marquese Chriss,PF,19,PHO,82,75,21.3,3.5,7.7,0.449,0.9,2.7,0.321,2.6,5.0,0.52,0.506,1.4,2.2,0.624,1.2,3.1,4.2,0.7,0.8,0.9,1.3,3.2,9.2,5.71
81,chrisse01,2016,Semaj Christon,PG,24,OKC,64,1,15.2,1.2,3.5,0.345,0.2,1.0,0.19,1.0,2.5,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2.0,0.4,0.1,0.7,1.2,2.9,2.07
82,clarkia01,2016,Ian Clark,SG,25,GSW,77,0,14.8,2.7,5.6,0.487,0.8,2.1,0.374,1.9,3.5,0.556,0.558,0.6,0.8,0.759,0.3,1.3,1.6,1.2,0.5,0.1,0.7,1.0,6.8,4.22
83,clarkjo01,2016,Jordan Clarkson,SG,24,LAL,82,19,29.2,5.8,13.1,0.445,1.4,4.3,0.329,4.4,8.7,0.503,0.5,1.6,2.0,0.798,0.6,2.4,3.0,2.6,1.1,0.1,2.0,1.8,14.7,7.44
85,collida01,2016,Darren Collison,PG,29,SAC,68,64,30.3,5.0,10.5,0.476,1.1,2.6,0.417,3.9,7.9,0.495,0.527,2.2,2.5,0.86,0.3,1.9,2.2,4.6,1.0,0.1,1.7,1.8,13.2,8.49
87,conlemi01,2016,Mike Conley,PG,29,MEM,69,68,33.2,6.7,14.6,0.46,2.5,6.1,0.408,4.2,8.6,0.497,0.545,4.6,5.3,0.859,0.4,3.0,3.5,6.3,1.3,0.3,2.3,1.8,20.5,12.32
90,couside01,2016,DeMarcus Cousins,C,26,SAC,55,55,34.4,9.2,20.3,0.452,1.7,4.9,0.356,7.5,15.5,0.482,0.494,7.7,10.0,0.77,2.1,8.5,10.6,4.8,1.4,1.3,3.8,3.7,27.8,13.61
91,covinro01,2016,Robert Covington,SF,26,PHI,67,67,31.6,4.4,10.9,0.399,2.0,6.1,0.333,2.3,4.8,0.484,0.492,2.1,2.6,0.822,1.4,5.1,6.5,1.5,1.9,1.0,2.0,3.0,12.9,7.08
92,crabbal01,2016,Allen Crabbe,SG,24,POR,79,7,28.5,3.8,8.2,0.468,1.7,3.8,0.444,2.1,4.4,0.49,0.572,1.3,1.6,0.847,0.2,2.6,2.9,1.2,0.7,0.3,0.8,2.2,10.7,6.59
93,crawfja01,2016,Jamal Crawford,SG,36,LAC,82,1,26.3,4.4,10.6,0.413,1.4,3.9,0.36,3.0,6.7,0.443,0.479,2.1,2.5,0.857,0.2,1.4,1.6,2.6,0.7,0.2,1.6,1.4,12.3,5.86
95,crowdja01,2016,Jae Crowder,SF,26,BOS,72,72,32.4,4.6,10.0,0.463,2.2,5.5,0.398,2.4,4.5,0.54,0.572,2.4,3.0,0.811,0.7,5.1,5.8,2.2,1.0,0.3,1.1,2.2,13.9,8.6
96,cunnida01,2016,Dante Cunningham,PF,29,NOP,66,35,25.0,2.6,5.4,0.485,1.1,2.7,0.392,1.6,2.7,0.579,0.584,0.2,0.4,0.593,0.8,3.3,4.2,0.6,0.6,0.4,0.4,1.5,6.6,5.08
97,curryse01,2016,Seth Curry,PG,26,DAL,70,42,29.0,4.8,10.0,0.481,2.0,4.6,0.425,2.9,5.4,0.528,0.578,1.2,1.4,0.85,0.4,2.2,2.6,2.7,1.1,0.1,1.3,1.8,12.8,8.34
98,curryst01,2016,Stephen Curry,PG,28,GSW,79,79,33.4,8.5,18.3,0.468,4.1,10.0,0.411,4.4,8.3,0.537,0.58,4.1,4.6,0.898,0.8,3.7,4.5,6.6,1.8,0.2,3.0,2.3,25.3,15.65
99,danietr01,2016,Troy Daniels,SG,25,MEM,67,3,17.7,2.8,7.4,0.374,2.1,5.3,0.389,0.7,2.1,0.336,0.513,0.6,0.8,0.796,0.3,1.2,1.5,0.7,0.3,0.1,0.7,1.3,8.2,4.17
100,davisan02,2016,Anthony Davis,C,23,NOP,75,75,36.1,10.3,20.3,0.505,0.5,1.8,0.299,9.7,18.6,0.524,0.518,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,28.0,14.81
102,davised01,2016,Ed Davis,PF,27,POR,46,12,17.2,1.6,3.1,0.528,0.0,0.0,0.0,1.6,3.1,0.528,0.528,1.1,1.8,0.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,3.0,4.3,4.25
103,dedmode01,2016,Dewayne Dedmon,C,27,SAS,76,37,17.5,2.1,3.4,0.622,0.0,0.0,0.0,2.1,3.4,0.622,0.622,0.9,1.2,0.699,1.7,4.8,6.5,0.6,0.5,0.8,0.8,2.4,5.1,5.05
104,dekkesa01,2016,Sam Dekker,PF,22,HOU,77,2,18.4,2.6,5.6,0.473,0.8,2.4,0.321,1.9,3.1,0.591,0.543,0.5,0.9,0.559,1.2,2.5,3.7,1.0,0.5,0.3,0.5,1.1,6.5,4.75
105,delanma01,2016,Malcolm Delaney,PG,27,ATL,73,2,17.1,2.0,5.3,0.374,0.4,1.5,0.236,1.6,3.8,0.428,0.407,1.0,1.3,0.806,0.1,1.5,1.7,2.6,0.5,0.0,1.3,1.5,5.4,2.76
106,dellama01,2016,Matthew Dellavedova,PG,26,MIL,76,54,26.1,2.7,7.0,0.39,1.0,2.8,0.367,1.7,4.2,0.404,0.463,1.1,1.3,0.854,0.3,1.6,1.9,4.7,0.7,0.0,1.8,2.0,7.6,5.32
107,denglu01,2016,Luol Deng,SF,31,LAL,56,49,26.5,2.9,7.6,0.387,0.9,2.9,0.309,2.0,4.6,0.436,0.447,0.8,1.1,0.73,1.1,4.1,5.3,1.3,0.9,0.4,0.8,1.1,7.6,4.28
108,derozde01,2016,DeMar DeRozan,SG,27,TOR,74,74,35.4,9.7,20.9,0.467,0.4,1.7,0.266,9.3,19.2,0.484,0.477,7.4,8.7,0.842,0.9,4.3,5.2,3.9,1.1,0.2,2.4,1.8,27.3,11.93
110,diawbo01,2016,Boris Diaw,PF,34,UTA,73,33,17.6,2.0,4.5,0.446,0.3,1.1,0.247,1.7,3.4,0.512,0.477,0.4,0.5,0.743,0.6,1.5,2.2,2.3,0.2,0.1,1.2,1.1,4.6,3.23
111,dienggo01,2016,Gorgui Dieng,PF,27,MIN,82,82,32.4,4.0,8.1,0.502,0.2,0.5,0.372,3.9,7.5,0.511,0.514,1.7,2.0,0.814,2.3,5.6,7.9,1.9,1.1,1.2,1.3,3.1,10.0,8.17
112,dinwisp01,2016,Spencer Dinwiddie,PG,23,BRK,59,18,22.6,2.3,5.1,0.444,0.6,1.7,0.376,1.6,3.4,0.478,0.507,2.1,2.7,0.792,0.5,2.3,2.8,3.1,0.7,0.4,1.1,2.0,7.3,5.23
114,dragigo01,2016,Goran Dragi?,PG,30,MIA,73,73,33.7,7.3,15.4,0.475,1.6,4.0,0.405,5.7,11.4,0.499,0.527,4.1,5.2,0.79,0.8,3.0,3.8,5.8,1.2,0.2,2.9,2.7,20.3,11.66
115,drumman01,2016,Andre Drummond,C,23,DET,81,81,29.7,6.0,11.2,0.53,0.0,0.1,0.286,5.9,11.2,0.532,0.531,1.7,4.4,0.386,4.3,9.5,13.8,1.1,1.5,1.1,1.9,2.9,13.6,9.53
116,dudleja01,2016,Jared Dudley,PF,31,PHO,64,7,21.3,2.5,5.4,0.454,1.2,3.2,0.379,1.3,2.2,0.559,0.565,0.7,1.0,0.662,0.5,3.0,3.5,1.9,0.7,0.3,1.1,2.4,6.8,5.09
118,dunnkr01,2016,Kris Dunn,PG,22,MIN,78,7,17.1,1.5,4.0,0.377,0.3,0.9,0.288,1.2,3.1,0.404,0.411,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1.0,0.5,1.1,2.3,3.8,3.14
119,duranke01,2016,Kevin Durant,PF,28,GSW,62,62,33.4,8.9,16.5,0.537,1.9,5.0,0.375,7.0,11.5,0.608,0.594,5.4,6.2,0.875,0.6,7.6,8.3,4.8,1.1,1.6,2.2,1.9,25.1,15.93
122,ellinwa01,2016,Wayne Ellington,SG,29,MIA,62,13,24.2,3.7,9.0,0.416,2.4,6.4,0.378,1.3,2.6,0.509,0.55,0.6,0.7,0.86,0.3,1.8,2.1,1.1,0.6,0.1,0.5,1.1,10.5,6.15
123,ellismo01,2016,Monta Ellis,SG,31,IND,74,33,27.0,3.3,7.5,0.443,0.6,1.8,0.319,2.8,5.7,0.483,0.482,1.3,1.7,0.727,0.3,2.5,2.8,3.2,1.1,0.4,1.8,2.0,8.5,5.1
125,ennisja01,2016,James Ennis III,SF,26,MEM,64,28,23.5,2.3,5.0,0.455,0.8,2.1,0.372,1.5,2.9,0.516,0.534,1.3,1.7,0.782,1.1,3.0,4.0,1.0,0.7,0.3,0.9,2.6,6.7,4.74
128,exumda01,2016,Dante Exum,PG,21,UTA,66,26,18.6,2.3,5.5,0.427,0.7,2.3,0.295,1.7,3.2,0.519,0.488,0.9,1.1,0.795,0.5,1.5,2.0,1.7,0.3,0.2,1.2,2.2,6.2,3.83
129,farieke01,2016,Kenneth Faried,PF,27,DEN,61,34,21.2,3.7,6.8,0.548,0.0,0.1,0.0,3.7,6.7,0.556,0.548,2.1,3.1,0.693,3.0,4.6,7.6,0.9,0.7,0.7,1.0,2.0,9.6,7.26
131,favorde01,2016,Derrick Favors,PF,25,UTA,50,39,23.7,4.1,8.3,0.487,0.1,0.2,0.3,4.0,8.1,0.491,0.49,1.3,2.2,0.615,1.8,4.3,6.1,1.1,0.9,0.8,1.2,2.1,9.5,6.16
133,feliccr01,2016,Cristiano Felício,C,24,CHI,66,0,15.8,1.9,3.3,0.579,0.0,0.0,0.0,1.9,3.3,0.579,0.579,0.9,1.4,0.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,1.7,4.8,4.47
134,feltora01,2016,Raymond Felton,PG,32,LAC,80,11,21.3,2.8,6.4,0.43,0.6,1.8,0.319,2.2,4.6,0.473,0.475,0.6,0.8,0.781,0.4,2.3,2.7,2.4,0.8,0.3,1.0,1.6,6.7,4.59
136,finnedo01,2016,Dorian Finney-Smith,PF,23,DAL,81,35,20.3,1.5,4.1,0.372,0.7,2.4,0.293,0.8,1.8,0.479,0.456,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.6,0.3,0.6,1.5,4.3,2.73
138,fournev01,2016,Evan Fournier,SG,24,ORL,68,66,32.9,6.0,13.7,0.439,1.9,5.3,0.356,4.1,8.4,0.491,0.508,3.3,4.1,0.805,0.6,2.4,3.1,3.0,1.0,0.1,2.1,2.6,17.2,8.58
139,foyera01,2016,Randy Foye,SG,33,BRK,69,40,18.6,1.7,4.7,0.363,1.0,2.9,0.33,0.7,1.8,0.418,0.466,0.8,0.9,0.857,0.1,2.1,2.2,2.0,0.5,0.1,1.2,1.4,5.2,2.81
140,fraziti01,2016,Tim Frazier,PG,26,NOP,65,35,23.5,2.5,6.2,0.403,0.6,2.0,0.313,1.9,4.2,0.446,0.453,1.5,2.0,0.76,0.5,2.1,2.7,5.2,0.9,0.1,1.6,2.0,7.1,5.62
141,kanteen01,2016,Enes Freedom,C,24,OKC,72,0,21.3,5.6,10.2,0.545,0.1,0.5,0.132,5.5,9.7,0.568,0.549,3.1,4.0,0.786,2.7,4.0,6.7,0.9,0.4,0.5,1.7,2.1,14.3,8.57
142,fryech01,2016,Channing Frye,C,33,CLE,74,15,18.9,3.2,7.0,0.458,1.9,4.5,0.409,1.4,2.5,0.546,0.589,0.9,1.0,0.851,0.5,3.4,3.9,0.6,0.4,0.5,0.7,1.9,9.1,5.9
143,gallida01,2016,Danilo Gallinari,SF,28,DEN,63,63,33.9,5.3,11.9,0.447,2.0,5.1,0.389,3.3,6.8,0.491,0.531,5.5,6.1,0.902,0.6,4.5,5.2,2.1,0.6,0.2,1.3,1.5,18.2,8.68
144,gallola01,2016,Langston Galloway,PG,25,NOP,55,0,20.4,3.0,8.0,0.374,1.8,4.9,0.377,1.2,3.1,0.37,0.489,0.7,0.9,0.769,0.4,1.8,2.2,1.2,0.7,0.1,0.5,1.4,8.6,4.81
146,gasolma01,2016,Marc Gasol,C,32,MEM,74,74,34.2,7.2,15.7,0.459,1.4,3.6,0.388,5.8,12.1,0.48,0.503,3.8,4.5,0.837,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,11.48
147,gasolpa01,2016,Pau Gasol,C,36,SAS,64,39,25.4,4.7,9.4,0.502,0.9,1.6,0.538,3.9,7.8,0.494,0.548,2.0,2.9,0.707,1.7,6.2,7.8,2.3,0.4,1.1,1.3,1.7,12.4,8.69
151,georgpa01,2016,Paul George,SF,26,IND,75,75,35.9,8.3,18.0,0.461,2.6,6.6,0.393,5.7,11.4,0.501,0.534,4.5,5.0,0.898,0.8,5.8,6.6,3.3,1.6,0.4,2.9,2.7,23.7,11.95
154,gibsota01,2016,Taj Gibson,PF,31,CHI,55,55,27.3,5.0,9.6,0.521,0.0,0.2,0.167,5.0,9.4,0.529,0.523,1.5,2.2,0.714,2.2,4.8,6.9,1.1,0.5,0.9,1.4,2.2,11.6,7.82
155,ginobma01,2016,Manu Ginóbili,SG,39,SAS,69,0,18.7,2.5,6.4,0.39,1.3,3.3,0.392,1.2,3.1,0.387,0.491,1.2,1.6,0.804,0.4,1.9,2.3,2.7,1.2,0.2,1.4,1.7,7.5,4.49
156,goberru01,2016,Rudy Gobert,C,24,UTA,81,81,33.9,5.1,7.7,0.661,0.0,0.0,0.0,5.1,7.7,0.662,0.661,3.8,5.9,0.653,3.9,8.9,12.8,1.2,0.6,2.6,1.8,3.0,14.0,11.56
158,gordoaa01,2016,Aaron Gordon,SF,21,ORL,80,72,28.7,4.9,10.8,0.454,1.0,3.3,0.288,4.0,7.5,0.528,0.499,2.0,2.7,0.719,1.5,3.6,5.1,1.9,0.8,0.5,1.1,2.2,12.7,7.73
