,Rk,Player_ID,YR,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSCR
413,315,odomla01,2009,Lamar Odom,PF,30,LAL,82,38,31.5,4.2,9.0,0.463,0.7,2.2,0.319,3.5,6.8,0.51,0.502,1.7,2.5,0.693,2.2,7.5,9.8,3.3,0.9,0.7,1.8,2.8,10.8,8.16
414,316,okafoem01,2009,Emeka Okafor,C,27,NOH,82,82,28.9,4.2,8.0,0.53,0.0,0.0,0.0,4.2,8.0,0.53,0.53,1.9,3.3,0.562,3.1,6.0,9.0,0.7,0.7,1.5,1.4,2.7,10.4,7.79
415,317,okurme01,2009,Mehmet Okur,C,30,UTA,73,73,29.4,4.9,10.6,0.458,1.1,2.9,0.385,3.7,7.7,0.486,0.511,2.7,3.3,0.82,1.8,5.2,7.1,1.6,0.5,1.1,1.7,3.1,13.5,8.33
420,320,pachuza01,2009,Zaza Pachulia,C,25,ATL,78,1,14.0,1.5,3.2,0.488,0.0,0.1,0.0,1.5,3.1,0.496,0.488,1.2,1.8,0.65,1.5,2.3,3.8,0.5,0.5,0.4,0.7,2.4,4.3,3.4
421,321,pargoja01,2009,Jannero Pargo,PG,30,CHI,63,5,13.2,2.1,6.0,0.346,0.6,2.2,0.275,1.5,3.9,0.387,0.396,0.7,0.7,0.933,0.1,1.1,1.2,1.4,0.5,0.0,0.8,1.1,5.5,2.27
422,322,parkean01,2009,Anthony Parker,SG,34,CLE,81,81,28.3,2.5,5.9,0.434,1.3,3.2,0.414,1.2,2.6,0.458,0.547,0.9,1.2,0.789,0.4,2.5,2.9,1.9,0.8,0.2,0.9,1.9,7.3,4.94
423,323,parketo01,2009,Tony Parker,PG,27,SAS,56,50,30.9,6.2,12.8,0.487,0.2,0.6,0.294,6.1,12.2,0.497,0.494,3.3,4.4,0.756,0.1,2.3,2.4,5.7,0.5,0.1,2.7,1.7,16.0,8.55
424,324,paulch01,2009,Chris Paul,PG,24,NOH,45,45,38.0,7.0,14.2,0.493,1.2,2.8,0.409,5.8,11.3,0.514,0.534,3.6,4.2,0.847,0.4,3.8,4.2,10.7,2.1,0.2,2.5,2.6,18.7,14.89
425,325,pavloal01,2009,Sasha Pavlovi?,SF,26,MIN,71,0,12.4,1.5,4.2,0.363,0.5,1.7,0.297,1.0,2.6,0.407,0.422,0.1,0.4,0.385,0.2,1.5,1.6,0.8,0.3,0.1,0.7,1.2,3.7,1.71
426,326,pecheol01,2009,Oleksiy Pecherov,C,24,MIN,44,5,10.2,1.8,4.3,0.41,0.3,1.2,0.269,1.4,3.1,0.463,0.447,0.7,0.7,0.906,0.7,2.1,2.8,0.3,0.2,0.3,0.7,1.3,4.5,2.38
427,327,perkike01,2009,Kendrick Perkins,C,25,BOS,78,78,27.6,4.0,6.7,0.602,0.0,0.0,0.0,4.0,6.7,0.605,0.602,2.1,3.6,0.582,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,10.1,7.04
428,328,petermo01,2009,Morris Peterson,SG,32,NOH,46,39,21.2,2.5,6.5,0.385,1.3,3.7,0.363,1.2,2.8,0.415,0.488,0.7,1.2,0.611,0.4,2.4,2.7,0.9,0.5,0.1,0.6,1.8,7.1,3.89
430,330,piercpa01,2009,Paul Pierce,SF,32,BOS,71,71,34.0,5.8,12.2,0.472,1.5,3.7,0.414,4.2,8.5,0.497,0.535,5.2,6.1,0.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3,9.18
431,331,pietrmi01,2009,Mickaël Piétrus,SF,27,ORL,75,24,22.5,3.1,7.2,0.432,1.5,4.1,0.379,1.6,3.1,0.502,0.54,0.9,1.5,0.633,0.5,2.3,2.9,0.7,0.7,0.4,0.9,1.8,8.7,4.88
432,332,poseyja01,2009,James Posey,SF,33,NOH,77,2,22.5,1.6,4.5,0.365,1.1,3.1,0.335,0.6,1.3,0.437,0.483,0.9,1.0,0.825,0.4,3.9,4.3,1.5,0.5,0.2,0.7,2.6,5.2,3.74
434,334,poweljo01,2009,Josh Powell,PF,27,LAL,63,0,9.2,1.1,3.1,0.366,0.1,0.3,0.438,1.0,2.8,0.36,0.384,0.3,0.5,0.645,0.7,1.1,1.8,0.6,0.1,0.1,0.5,1.1,2.7,1.57
435,335,priceaj01,2009,A.J. Price,PG,23,IND,56,2,15.4,2.6,6.3,0.41,1.1,3.1,0.345,1.5,3.2,0.472,0.494,1.1,1.3,0.8,0.2,1.4,1.6,1.9,0.6,0.1,1.1,0.9,7.3,3.77
436,336,pricero01,2009,Ronnie Price,PG,26,UTA,60,4,13.4,1.6,4.0,0.405,0.3,1.1,0.286,1.3,3.0,0.447,0.442,0.7,1.0,0.695,0.5,0.8,1.2,2.1,0.7,0.2,0.9,1.8,4.3,3.24
437,337,princta01,2009,Tayshaun Prince,SF,29,DET,49,49,34.0,5.8,11.8,0.486,0.6,1.5,0.37,5.2,10.3,0.503,0.509,1.4,2.0,0.714,1.4,3.6,5.1,3.3,0.7,0.4,1.2,1.6,13.5,9.21
447,343,randoza01,2009,Zach Randolph,PF,28,MEM,81,81,37.7,8.0,16.5,0.488,0.2,0.6,0.288,7.9,15.9,0.496,0.494,4.5,5.7,0.778,4.1,7.7,11.7,1.8,1.0,0.4,2.1,2.8,20.8,11.8
452,346,redicjj01,2009,J.J. Redick,SG,25,ORL,82,9,22.0,3.0,6.7,0.439,1.4,3.3,0.405,1.6,3.4,0.473,0.54,2.3,2.7,0.86,0.2,1.7,1.9,1.9,0.3,0.0,0.8,1.4,9.6,5.34
454,348,richaja01,2009,Jason Richardson,SG,29,PHO,79,76,31.5,6.0,12.6,0.474,2.0,5.1,0.393,4.0,7.6,0.528,0.553,1.7,2.3,0.739,1.0,4.1,5.1,1.8,0.8,0.4,1.2,2.1,15.7,9.56
455,349,richaqu01,2009,Quentin Richardson,SF,29,MIA,76,75,27.4,3.2,7.4,0.431,1.9,4.7,0.397,1.3,2.7,0.493,0.558,0.7,0.9,0.732,0.8,4.1,4.9,1.2,0.9,0.2,0.8,2.2,8.9,5.98
456,350,ridnolu01,2009,Luke Ridnour,PG,28,MIL,82,0,21.5,4.0,8.4,0.478,0.8,2.2,0.381,3.2,6.2,0.513,0.528,1.5,1.7,0.907,0.3,1.5,1.7,4.0,0.7,0.1,1.3,2.2,10.4,7.5
463,353,rondora01,2009,Rajon Rondo,PG,23,BOS,81,81,36.6,5.7,11.2,0.508,0.2,1.0,0.213,5.5,10.2,0.536,0.517,2.2,3.5,0.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7,11.59
464,354,rosede01,2009,Derrick Rose,PG,21,CHI,78,78,36.8,8.6,17.6,0.489,0.2,0.8,0.267,8.4,16.8,0.5,0.495,3.3,4.3,0.766,0.8,2.9,3.8,6.0,0.7,0.3,2.8,1.2,20.8,11.53
468,356,roybr01,2009,Brandon Roy,SG,25,POR,65,65,37.2,7.6,16.0,0.473,1.1,3.4,0.33,6.4,12.6,0.512,0.508,5.3,6.8,0.78,1.1,3.3,4.4,4.7,0.9,0.2,2.0,2.1,21.5,11.54
469,357,rushbr01,2009,Brandon Rush,SG,24,IND,82,64,30.4,3.6,8.6,0.423,1.5,3.7,0.411,2.1,4.9,0.433,0.511,0.7,1.1,0.629,0.5,3.7,4.2,1.4,0.7,0.8,1.1,1.9,9.4,5.65
472,359,salmojo01,2009,John Salmons,SG,30,CHI,51,28,33.2,4.5,10.7,0.42,1.4,3.8,0.38,3.1,7.0,0.441,0.486,2.3,2.9,0.789,0.4,3.1,3.4,2.5,1.3,0.4,1.4,2.0,12.7,6.64
474,360,scalabr01,2009,Brian Scalabrine,PF,31,BOS,52,3,9.1,0.6,1.6,0.341,0.3,0.9,0.327,0.3,0.7,0.361,0.435,0.1,0.1,0.667,0.2,0.8,0.9,0.5,0.2,0.1,0.3,1.1,1.5,1.24
475,361,scolalu01,2009,Luis Scola,PF,29,HOU,82,82,32.6,6.8,13.3,0.514,0.0,0.1,0.2,6.8,13.2,0.515,0.514,2.5,3.3,0.779,2.1,6.5,8.6,2.1,0.8,0.3,2.0,3.0,16.2,9.64
476,362,sefolth01,2009,Thabo Sefolosha,SG,25,OKC,82,82,28.6,2.4,5.4,0.44,0.5,1.6,0.313,1.9,3.8,0.494,0.486,0.7,1.1,0.674,0.9,3.8,4.7,1.8,1.2,0.6,1.1,1.9,6.0,4.43
477,363,sessira01,2009,Ramon Sessions,PG,23,MIN,82,1,21.1,3.1,6.8,0.456,0.0,0.2,0.067,3.1,6.6,0.467,0.457,2.0,2.8,0.717,0.7,1.9,2.6,3.1,0.7,0.1,1.7,1.7,8.2,4.47
483,367,smithcr01,2009,Craig Smith,PF,26,LAC,75,2,16.4,3.0,5.3,0.569,0.0,0.1,0.2,3.0,5.2,0.574,0.571,1.8,2.8,0.635,1.3,2.5,3.8,1.1,0.4,0.3,1.2,2.6,7.8,5.18
484,368,smithjr01,2009,J.R. Smith,SG,24,DEN,75,0,27.8,5.7,13.8,0.414,2.1,6.2,0.338,3.6,7.5,0.477,0.491,1.9,2.7,0.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,2.3,15.4,7.37
485,369,smithja02,2009,Jason Smith,PF,23,PHI,56,2,11.8,1.3,3.1,0.431,0.2,0.5,0.345,1.2,2.6,0.448,0.46,0.5,0.8,0.69,1.0,1.4,2.4,0.6,0.4,0.5,0.6,2.0,3.4,2.9
486,370,smithjo02,2009,Joe Smith,PF,34,ATL,64,1,9.3,1.2,3.0,0.399,0.0,0.1,0.143,1.2,2.9,0.409,0.402,0.6,0.8,0.813,1.0,1.4,2.5,0.3,0.1,0.3,0.3,1.5,3.0,2.24
487,371,smithjo03,2009,Josh Smith,PF,24,ATL,81,81,35.4,6.2,12.3,0.505,0.0,0.1,0.0,6.2,12.2,0.508,0.505,3.2,5.2,0.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7,11.38
488,372,songada01,2009,Darius Songaila,C,31,NOH,75,1,18.8,3.2,6.5,0.494,0.0,0.1,0.167,3.2,6.4,0.498,0.495,0.8,1.0,0.811,0.8,2.3,3.1,0.9,0.8,0.2,1.1,2.7,7.2,4.52
489,373,speigma01,2009,Marreese Speights,C,22,PHI,62,1,16.4,3.4,7.2,0.477,0.0,0.1,0.0,3.4,7.1,0.483,0.477,1.7,2.3,0.745,1.4,2.7,4.1,0.6,0.5,0.5,0.8,2.5,8.6,5.27
494,376,stojape01,2009,Peja Stojakovi?,SF,32,NOH,62,55,31.4,4.5,11.1,0.404,2.1,5.7,0.375,2.4,5.4,0.435,0.5,1.5,1.7,0.897,0.6,3.0,3.7,1.5,0.8,0.1,0.9,1.3,12.6,6.51
495,377,stoudam01,2009,Amar'e Stoudemire,PF,27,PHO,82,82,34.6,8.6,15.4,0.557,0.0,0.1,0.167,8.6,15.3,0.559,0.557,5.9,7.7,0.771,2.8,6.1,8.9,1.0,0.6,1.0,2.6,3.4,23.1,12.44
496,378,stuckro01,2009,Rodney Stuckey,PG,23,DET,73,67,34.2,6.2,15.2,0.405,0.2,1.1,0.228,5.9,14.1,0.418,0.413,4.1,4.9,0.833,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6,7.89
497,379,summeda01,2009,DaJuan Summers,SF,22,DET,44,0,9.2,1.0,3.0,0.354,0.3,1.0,0.357,0.7,2.0,0.352,0.412,0.6,0.9,0.711,0.3,0.7,1.0,0.4,0.2,0.2,0.4,1.2,3.0,1.41
499,381,teaguje01,2009,Jeff Teague,PG,21,ATL,71,3,10.1,1.3,3.2,0.396,0.1,0.5,0.219,1.2,2.7,0.426,0.412,0.6,0.7,0.837,0.1,0.9,0.9,1.7,0.5,0.2,0.7,1.2,3.2,2.14
507,384,terryja01,2009,Jason Terry,SG,32,DAL,77,12,33.0,5.9,13.5,0.438,1.8,4.8,0.365,4.2,8.7,0.479,0.503,3.0,3.5,0.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6,9.17
508,385,thabeha01,2009,Hasheem Thabeet,C,22,MEM,68,13,13.0,1.1,1.9,0.588,0.0,0.0,0.0,1.1,1.9,0.588,0.588,0.8,1.4,0.581,1.3,2.3,3.6,0.2,0.2,1.3,0.6,2.4,3.1,3.65
511,388,thomaku01,2009,Kurt Thomas,C,37,MIL,70,9,15.0,1.4,3.0,0.476,0.0,0.0,0.0,1.4,3.0,0.476,0.476,0.2,0.2,0.8,1.2,3.0,4.2,0.7,0.4,0.7,0.7,2.3,3.0,3.34
516,391,thompja02,2009,Jason Thompson,C,23,SAC,75,58,31.4,4.9,10.5,0.472,0.0,0.1,0.1,4.9,10.3,0.477,0.473,2.6,3.7,0.715,3.0,5.5,8.5,1.7,0.5,1.0,1.9,3.7,12.5,8.16
518,392,thornal01,2009,Al Thornton,SF,26,LAC,51,30,27.5,4.3,9.0,0.478,0.1,0.3,0.357,4.2,8.7,0.482,0.484,2.0,2.7,0.741,1.7,2.1,3.8,1.2,0.5,0.4,1.3,2.8,10.7,6.37
520,393,thornma01,2009,Marcus Thornton,SG,22,NOH,73,17,25.6,5.5,12.1,0.451,1.6,4.3,0.374,3.8,7.8,0.493,0.517,2.0,2.4,0.814,1.0,1.9,2.9,1.6,0.8,0.2,1.0,1.7,14.5,8.11
524,395,tollian01,2009,Anthony Tolliver,PF,24,GSW,44,29,32.3,4.4,10.2,0.431,1.1,3.4,0.331,3.3,6.8,0.481,0.487,2.3,3.0,0.769,1.9,5.3,7.3,2.0,0.7,0.8,1.0,2.9,12.3,8.25
529,398,turkohe01,2009,Hedo Türko?lu,SF,30,TOR,74,69,30.7,3.7,9.1,0.409,1.5,3.9,0.374,2.3,5.2,0.436,0.49,2.4,3.1,0.774,0.6,4.1,4.6,4.1,0.7,0.4,1.7,3.0,11.3,7.28
530,399,udokaim01,2009,Ime Udoka,SG,32,SAC,69,2,13.7,1.3,3.5,0.378,0.4,1.3,0.286,0.9,2.2,0.433,0.432,0.6,0.8,0.737,0.7,2.0,2.8,0.8,0.5,0.1,0.6,1.2,3.6,2.11
531,400,udrihbe01,2009,Beno Udrih,PG,27,SAC,79,41,31.4,5.3,10.6,0.493,0.9,2.5,0.377,4.3,8.1,0.53,0.538,1.5,1.8,0.837,0.5,2.3,2.8,4.7,1.1,0.1,1.7,2.1,12.9,9.13
533,402,varejan01,2009,Anderson Varejão,PF,27,CLE,76,7,28.5,3.5,6.1,0.572,0.0,0.1,0.2,3.5,6.1,0.576,0.573,1.5,2.3,0.663,2.5,5.1,7.6,1.1,0.9,0.9,0.9,2.9,8.6,7.62
534,403,villach01,2009,Charlie Villanueva,PF,25,DET,78,16,23.7,4.7,10.6,0.439,1.3,3.6,0.351,3.4,7.0,0.484,0.499,1.4,1.7,0.815,1.1,3.6,4.7,0.7,0.6,0.7,0.9,2.9,11.9,7.13
535,404,vujacsa01,2009,Sasha Vuja?i?,SG,25,LAL,67,1,8.6,1.0,2.4,0.402,0.4,1.2,0.309,0.6,1.2,0.494,0.479,0.4,0.5,0.848,0.4,0.8,1.2,0.6,0.3,0.1,0.3,1.0,2.8,2.03
536,405,wadedw01,2009,Dwyane Wade,SG,28,MIA,77,77,36.3,9.3,19.6,0.476,0.9,3.2,0.3,8.4,16.5,0.509,0.5,6.9,9.1,0.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,14.16
540,407,wallabe01,2009,Ben Wallace,C,35,DET,69,67,28.6,2.3,4.2,0.541,0.0,0.0,0.0,2.3,4.2,0.545,0.541,0.9,2.3,0.406,3.6,5.1,8.7,1.5,1.2,1.2,0.9,1.9,5.5,6.47
541,408,wallage01,2009,Gerald Wallace,SF,27,CHA,76,76,41.0,6.0,12.4,0.484,0.7,1.8,0.371,5.3,10.6,0.503,0.511,5.6,7.2,0.776,2.0,8.1,10.0,2.1,1.5,1.1,2.3,2.6,18.2,9.18
542,409,wallara01,2009,Rasheed Wallace,C,35,BOS,79,13,22.5,3.4,8.2,0.409,1.0,3.7,0.283,2.3,4.6,0.511,0.472,1.2,1.6,0.768,0.5,3.6,4.1,1.0,1.0,0.9,0.8,2.8,9.0,5.5
545,411,warriha01,2009,Hakim Warrick,PF,27,MIL,48,6,21.3,3.8,7.9,0.481,0.0,0.1,0.167,3.8,7.8,0.487,0.483,2.6,3.6,0.727,1.8,2.6,4.4,0.7,0.4,0.2,1.2,1.7,10.2,5.08
547,412,watsocj01,2009,C.J. Watson,PG,25,GSW,65,15,27.5,3.8,8.1,0.468,0.7,2.2,0.31,3.1,5.9,0.527,0.51,2.0,2.6,0.771,0.4,2.2,2.6,2.8,1.6,0.1,1.1,1.9,10.3,6.28
548,413,watsoea01,2009,Earl Watson,PG,30,IND,79,52,29.4,2.8,6.6,0.426,0.7,2.3,0.288,2.2,4.3,0.5,0.476,1.5,2.1,0.71,0.7,2.4,3.0,5.1,1.3,0.2,2.2,2.3,7.8,5.78
550,415,webstma02,2009,Martell Webster,SF,23,POR,82,49,24.5,3.2,7.8,0.405,1.5,4.0,0.373,1.6,3.7,0.44,0.502,1.5,1.9,0.813,0.6,2.7,3.3,0.8,0.5,0.5,0.7,1.9,9.4,5.25
551,416,weemsso01,2009,Sonny Weems,SG,23,TOR,69,19,19.8,3.4,6.6,0.515,0.0,0.2,0.133,3.4,6.4,0.528,0.517,0.6,0.9,0.688,0.6,2.2,2.8,1.5,0.6,0.4,0.9,1.8,7.5,5.21
552,417,westda01,2009,David West,PF,29,NOH,81,81,36.4,7.6,15.1,0.505,0.1,0.3,0.259,7.6,14.8,0.51,0.508,3.7,4.2,0.865,2.0,5.4,7.5,3.0,0.9,0.7,2.1,2.9,19.0,11.36
553,418,westde01,2009,Delonte West,SG,26,CLE,60,3,25.0,3.2,7.3,0.445,0.4,1.3,0.325,2.8,6.0,0.471,0.474,1.9,2.4,0.81,0.5,2.3,2.8,3.3,0.9,0.5,1.5,1.4,8.8,5.32
555,420,westbru01,2009,Russell Westbrook,PG,21,OKC,82,82,34.3,5.9,14.1,0.418,0.3,1.3,0.221,5.6,12.9,0.438,0.428,4.0,5.1,0.78,1.7,3.1,4.9,8.0,1.3,0.4,3.3,2.5,16.1,9.72
558,423,wilkida02,2009,Damien Wilkins,SF,30,MIN,80,31,19.8,2.1,4.8,0.433,0.2,0.8,0.295,1.8,4.0,0.459,0.457,1.3,1.6,0.798,0.9,2.2,3.1,1.7,0.8,0.3,1.0,1.8,5.6,3.67
560,425,willide01,2009,Deron Williams,PG,25,UTA,76,76,36.9,6.5,13.9,0.469,1.3,3.4,0.371,5.2,10.4,0.501,0.515,4.4,5.5,0.801,0.7,3.3,4.0,10.5,1.3,0.2,3.3,2.7,18.7,13.37
561,426,willija02,2009,Jason Williams,PG,34,ORL,82,18,20.8,2.3,5.2,0.444,1.0,2.7,0.38,1.3,2.5,0.512,0.542,0.4,0.5,0.756,0.1,1.5,1.5,3.6,0.6,0.0,1.1,0.8,6.0,4.73
562,427,willija04,2009,Jawad Williams,PG,26,CLE,54,6,13.7,1.5,3.8,0.393,0.6,1.7,0.323,0.9,2.1,0.451,0.466,0.6,0.8,0.711,0.3,1.2,1.5,0.6,0.2,0.1,0.3,1.4,4.1,2.44
563,428,willilo02,2009,Lou Williams,PG,23,PHI,64,38,29.9,5.0,10.6,0.47,1.1,3.2,0.34,3.9,7.4,0.527,0.521,3.0,3.6,0.824,0.4,2.5,2.9,4.2,1.3,0.2,1.7,1.7,14.0,8.28
564,429,willima03,2009,Marcus Williams,PG,24,MEM,62,1,14.1,1.7,4.4,0.384,0.4,1.3,0.296,1.3,3.1,0.421,0.428,0.6,0.9,0.673,0.2,1.3,1.5,2.6,0.5,0.0,1.2,0.7,4.3,2.34
565,430,willima02,2009,Marvin Williams,SF,23,ATL,81,81,30.5,3.7,8.2,0.455,0.5,1.6,0.303,3.2,6.6,0.492,0.485,2.2,2.7,0.819,1.3,3.8,5.1,1.1,0.8,0.6,0.9,2.0,10.1,5.88
566,431,willima01,2009,Mo Williams,PG,27,CLE,69,68,34.2,5.5,12.4,0.442,2.3,5.4,0.429,3.2,7.0,0.452,0.535,2.6,2.9,0.894,0.4,2.6,3.0,5.3,1.0,0.3,2.5,2.5,15.8,9.82
569,434,willish02,2009,Shelden Williams,PF,26,BOS,54,0,11.1,1.2,2.2,0.521,0.0,0.0,0.0,1.2,2.2,0.525,0.521,1.4,1.8,0.765,0.9,1.8,2.7,0.4,0.2,0.4,0.6,1.6,3.7,2.59
570,435,willite01,2009,Terrence Williams,SF,22,NJN,78,9,22.6,3.3,8.3,0.401,0.4,1.3,0.31,2.9,7.1,0.417,0.425,1.3,1.8,0.715,0.6,3.9,4.5,2.9,0.6,0.1,1.6,1.6,8.4,4.23
571,436,artesro01,2009,Metta World Peace,SF,30,LAL,77,77,33.8,4.0,9.6,0.414,1.4,3.8,0.355,2.6,5.8,0.453,0.484,1.7,2.4,0.688,1.3,3.0,4.3,3.0,1.4,0.3,1.6,2.1,11.0,6.7
572,437,wrighan01,2009,Antoine Wright,SF,25,TOR,67,10,20.8,2.4,6.0,0.406,0.9,2.6,0.335,1.6,3.4,0.46,0.479,0.8,1.1,0.688,0.6,2.3,2.8,1.1,0.4,0.2,0.9,2.0,6.5,3.73
573,438,wrighdo01,2009,Dorell Wright,SF,24,MIA,72,1,20.8,2.7,5.8,0.463,0.8,2.2,0.389,1.8,3.6,0.508,0.536,0.8,1.0,0.884,0.7,2.6,3.3,1.3,0.7,0.4,0.7,1.3,7.1,4.9
574,439,wrighju01,2009,Julian Wright,SF,22,NOH,68,14,12.8,1.7,3.4,0.5,0.0,0.1,0.333,1.7,3.3,0.504,0.504,0.4,0.6,0.61,0.9,1.3,2.1,0.6,0.4,0.3,0.6,0.7,3.8,2.64
575,440,youngni01,2009,Nick Young,SG,24,WAS,74,23,19.2,3.1,7.5,0.418,0.9,2.3,0.406,2.2,5.2,0.423,0.479,1.4,1.8,0.8,0.3,1.1,1.4,0.6,0.4,0.1,0.8,2.0,8.6,4.01
576,441,youngsa01,2009,Sam Young,SF,24,MEM,80,1,16.5,2.8,6.2,0.451,0.1,0.7,0.196,2.7,5.5,0.483,0.462,1.7,2.2,0.777,1.0,1.6,2.5,0.7,0.4,0.3,1.2,1.3,7.4,3.34
577,442,youngth01,2009,Thaddeus Young,PF,21,PHI,67,45,32.0,5.7,12.1,0.47,0.7,2.1,0.348,5.0,10.1,0.495,0.499,1.7,2.5,0.691,1.9,3.3,5.2,1.4,1.2,0.2,1.9,2.0,13.8,7.28
