,Rk,Player_ID,YR,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GMSCR
187,151,ginobma01,2012,Manu Ginóbili,SG,35,SAS,60,0,23.2,3.8,9.0,0.425,1.4,3.9,0.353,2.4,5.1,0.48,0.502,2.7,3.4,0.796,0.5,2.9,3.4,4.6,1.3,0.2,2.2,1.9,11.8,6.85
189,153,gordobe01,2012,Ben Gordon,SG,29,CHA,75,0,20.8,4.1,10.1,0.408,1.5,3.9,0.387,2.6,6.2,0.421,0.482,1.4,1.7,0.843,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8,11.2,5.06
191,155,gortama01,2012,Marcin Gortat,C,28,PHO,61,61,30.8,4.8,9.3,0.521,0.0,0.0,0.0,4.8,9.2,0.524,0.521,1.5,2.3,0.652,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1,11.1,7.66
195,159,greenda02,2012,Danny Green,SG,25,SAS,80,80,27.5,3.7,8.3,0.448,2.2,5.2,0.429,1.5,3.1,0.48,0.581,0.8,1.0,0.848,0.5,2.6,3.1,1.8,1.2,0.7,1.2,1.6,10.5,6.99
196,160,greendr01,2012,Draymond Green,SF,22,GSW,79,1,13.4,1.1,3.3,0.327,0.2,0.8,0.209,0.9,2.4,0.368,0.354,0.6,0.7,0.818,0.7,2.6,3.3,0.7,0.5,0.3,0.6,2.0,2.9,1.9
197,161,greenge01,2012,Gerald Green,SF,27,IND,60,7,18.0,2.6,7.1,0.366,1.0,3.1,0.314,1.6,3.9,0.407,0.435,0.9,1.1,0.8,0.5,1.8,2.4,0.8,0.3,0.4,0.9,1.1,7.0,3.0
198,162,greenje02,2012,Jeff Green,PF,26,BOS,81,17,27.8,4.6,10.0,0.467,0.9,2.2,0.385,3.8,7.7,0.49,0.51,2.6,3.3,0.808,0.7,3.2,3.9,1.6,0.7,0.8,1.6,2.2,12.8,6.73
199,163,greenwi01,2012,Willie Green,SG,31,LAC,72,60,16.5,2.5,5.4,0.461,1.0,2.3,0.428,1.5,3.1,0.486,0.553,0.3,0.4,0.719,0.2,1.1,1.3,0.8,0.4,0.2,0.4,1.3,6.3,4.2
200,164,griffbl01,2012,Blake Griffin,PF,23,LAC,80,80,32.5,7.2,13.4,0.538,0.1,0.4,0.179,7.2,13.1,0.548,0.541,3.5,5.3,0.66,2.3,6.0,8.3,3.7,1.2,0.6,2.3,2.9,18.0,11.46
205,167,hamilri01,2012,Richard Hamilton,SG,34,CHI,50,45,21.8,4.1,9.5,0.429,0.3,1.0,0.308,3.8,8.5,0.444,0.446,1.3,1.5,0.857,0.3,1.3,1.7,2.4,0.5,0.1,1.7,1.9,9.8,4.69
207,169,hansbty01,2012,Tyler Hansbrough,PF,27,IND,81,8,16.9,2.2,5.0,0.432,0.0,0.0,0.0,2.2,5.0,0.436,0.432,2.7,3.7,0.72,2.0,2.6,4.6,0.4,0.4,0.2,1.0,1.9,7.0,3.4
208,170,hardeja01,2012,James Harden,SG,23,HOU,78,78,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,11.5
209,171,harklma01,2012,Maurice Harkless,SF,19,ORL,76,59,26.0,3.4,7.4,0.461,0.4,1.5,0.274,3.0,5.9,0.51,0.489,1.0,1.7,0.57,1.6,2.8,4.4,0.7,1.2,0.8,0.9,1.9,8.2,5.33
212,174,harride01,2012,Devin Harris,SG,29,ATL,58,34,24.5,3.3,7.6,0.438,1.3,4.0,0.335,2.0,3.7,0.549,0.525,1.9,2.7,0.727,0.1,1.9,2.0,3.4,1.1,0.2,1.5,1.8,9.9,5.87
219,177,hasleud01,2012,Udonis Haslem,PF,32,MIA,75,59,18.9,1.7,3.3,0.514,0.0,0.0,0.0,1.7,3.3,0.514,0.514,0.4,0.6,0.711,1.3,4.1,5.4,0.5,0.4,0.2,0.6,2.3,3.9,3.59
220,178,hawessp01,2012,Spencer Hawes,C,24,PHI,82,40,27.2,4.6,9.9,0.464,0.4,1.1,0.356,4.2,8.8,0.477,0.483,1.5,1.9,0.777,2.1,5.1,7.2,2.2,0.3,1.4,1.6,2.8,11.0,8.06
221,179,hayesch01,2012,Chuck Hayes,C,29,SAC,74,1,16.3,1.1,2.6,0.442,0.0,0.0,0.0,1.1,2.6,0.444,0.442,0.4,0.6,0.625,1.5,2.5,4.0,1.5,0.4,0.2,0.6,1.5,2.7,3.16
222,180,haywago01,2012,Gordon Hayward,SF,22,UTA,72,27,29.2,4.7,10.7,0.435,1.4,3.4,0.415,3.3,7.3,0.444,0.501,3.4,4.1,0.827,0.7,2.4,3.1,3.0,0.8,0.5,1.7,1.7,14.1,7.41
224,182,haywobr01,2012,Brendan Haywood,C,33,CHA,61,17,19.0,1.5,3.5,0.431,0.0,0.0,0.0,1.5,3.5,0.433,0.431,0.5,1.1,0.455,2.0,2.7,4.8,0.5,0.3,0.8,0.8,2.0,3.5,3.32
225,183,hendege02,2012,Gerald Henderson,SG,25,CHA,68,58,31.4,5.6,12.6,0.447,0.5,1.5,0.33,5.1,11.1,0.462,0.466,3.8,4.6,0.824,0.8,2.9,3.7,2.6,1.0,0.5,1.6,2.2,15.5,7.57
226,184,henryxa01,2012,Xavier Henry,SF,21,NOH,50,2,12.5,1.3,3.2,0.41,0.1,0.2,0.364,1.2,3.0,0.413,0.422,1.2,1.8,0.63,0.4,1.4,1.8,0.3,0.3,0.1,0.6,1.4,3.9,1.5
227,185,hensojo01,2012,John Henson,PF,22,MIL,63,9,13.1,2.6,5.3,0.482,0.0,0.0,0.0,2.6,5.3,0.486,0.482,0.9,1.7,0.533,1.8,2.9,4.7,0.5,0.3,0.7,0.7,1.3,6.0,4.21
228,186,hibbero01,2012,Roy Hibbert,C,26,IND,79,79,28.7,4.9,10.9,0.448,0.0,0.1,0.25,4.9,10.8,0.449,0.449,2.1,2.8,0.741,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5,11.9,8.96
229,187,hicksjj01,2012,J.J. Hickson,C,24,POR,80,80,29.0,5.2,9.3,0.562,0.0,0.0,0.0,5.2,9.3,0.563,0.562,2.3,3.4,0.679,3.3,7.0,10.4,1.1,0.6,0.6,1.8,2.0,12.7,8.49
231,189,hilarne01,2012,Nenê,PF,30,WAS,61,49,27.2,4.7,9.7,0.48,0.0,0.0,0.0,4.7,9.7,0.481,0.48,3.2,4.4,0.729,1.7,5.0,6.7,2.9,0.9,0.6,2.3,2.8,12.6,7.11
232,190,hillge01,2012,George Hill,PG,26,IND,76,76,34.5,5.1,11.5,0.443,1.7,4.6,0.368,3.4,6.8,0.494,0.518,2.3,2.8,0.817,0.6,3.1,3.7,4.7,1.1,0.3,1.5,1.8,14.2,9.29
235,193,hinriki01,2012,Kirk Hinrich,PG,32,CHI,60,60,29.4,2.7,7.0,0.377,1.2,3.0,0.39,1.5,4.0,0.367,0.461,1.2,1.6,0.714,0.3,2.4,2.6,5.2,1.1,0.4,1.7,3.2,7.7,6.47
236,194,holidjr01,2012,Jrue Holiday,PG,22,PHI,78,78,37.5,7.1,16.5,0.431,1.2,3.2,0.368,5.9,13.3,0.446,0.466,2.3,3.1,0.752,1.1,3.1,4.2,8.0,1.6,0.4,3.7,2.2,17.7,10.66
238,196,holliry01,2012,Ryan Hollins,C,28,LAC,60,0,11.1,1.2,1.9,0.614,0.0,0.0,0.0,1.2,1.9,0.614,0.614,1.1,1.5,0.75,0.8,1.5,2.3,0.2,0.1,0.6,0.7,2.2,3.4,2.81
240,198,horfoal01,2012,Al Horford,C,26,ATL,74,74,37.2,7.8,14.3,0.543,0.0,0.1,0.5,7.7,14.2,0.544,0.545,1.8,2.8,0.644,2.6,7.6,10.2,3.2,1.1,1.1,2.0,2.2,17.4,12.38
241,199,howardw01,2012,Dwight Howard,C,27,LAL,76,76,35.8,6.2,10.7,0.578,0.0,0.1,0.167,6.2,10.6,0.581,0.579,4.7,9.5,0.492,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8,17.1,9.9
244,202,humphkr01,2012,Kris Humphries,PF,27,BRK,65,21,18.3,2.1,4.8,0.448,0.0,0.0,0.0,2.1,4.7,0.451,0.448,1.5,1.9,0.789,1.9,3.7,5.6,0.5,0.2,0.5,0.9,2.0,5.8,3.85
245,203,ibakase01,2012,Serge Ibaka,PF,23,OKC,80,80,31.1,5.6,9.7,0.573,0.3,0.7,0.351,5.3,9.0,0.591,0.586,1.8,2.4,0.749,2.8,4.9,7.7,0.5,0.4,3.0,1.6,2.7,13.2,10.86
246,204,iguodan01,2012,Andre Iguodala,SG,29,DEN,80,80,34.7,5.0,11.0,0.451,1.1,3.6,0.317,3.8,7.4,0.515,0.502,1.9,3.4,0.574,1.0,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13.0,8.19
247,205,ilyaser01,2012,Ersan ?lyasova,PF,25,MIL,73,54,27.6,5.1,11.0,0.462,1.3,2.9,0.444,3.8,8.1,0.469,0.521,1.7,2.2,0.796,2.1,5.0,7.1,1.6,0.9,0.5,1.0,2.5,13.2,8.92
248,206,irvinky01,2012,Kyrie Irving,PG,20,CLE,59,59,34.7,8.2,18.1,0.452,1.8,4.7,0.391,6.4,13.4,0.474,0.503,4.2,4.9,0.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5,12.1
249,207,iveyro01,2012,Royal Ivey,SG,31,PHI,53,5,13.2,1.2,2.7,0.431,0.7,1.7,0.42,0.5,1.1,0.446,0.559,0.2,0.3,0.563,0.3,0.8,1.1,0.6,0.4,0.1,0.4,1.4,3.2,2.45
250,208,jackja01,2012,Jarrett Jack,SG,29,GSW,79,4,29.7,4.9,10.8,0.452,1.0,2.6,0.404,3.9,8.3,0.466,0.499,2.1,2.5,0.843,0.3,2.8,3.1,5.6,0.8,0.1,2.0,1.7,12.9,8.34
251,209,jacksre01,2012,Reggie Jackson,PG,22,OKC,70,0,14.2,2.1,4.6,0.458,0.3,1.5,0.231,1.8,3.2,0.566,0.495,0.7,0.9,0.839,0.3,2.1,2.4,1.7,0.4,0.2,0.8,1.2,5.3,3.5
252,210,jacksst02,2012,Stephen Jackson,SF,34,SAS,55,6,19.5,2.2,6.0,0.373,0.8,3.1,0.271,1.4,2.9,0.481,0.442,0.9,1.3,0.7,0.4,2.4,2.8,1.5,0.7,0.3,1.4,1.6,6.2,2.78
253,211,jamesbe01,2012,Bernard James,C,27,DAL,46,11,9.9,1.2,2.2,0.515,0.0,0.0,0.0,1.2,2.2,0.525,0.515,0.5,0.9,0.61,1.1,1.7,2.8,0.1,0.3,0.8,0.4,1.4,2.8,2.74
255,213,jamesle01,2012,LeBron James,PF,28,MIA,76,76,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7.0,0.753,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,17.67
256,214,jamesmi01,2012,Mike James,PG,37,DAL,45,23,19.2,2.2,6.0,0.373,1.1,2.8,0.384,1.2,3.2,0.363,0.461,0.5,0.6,0.793,0.2,1.4,1.6,3.1,0.6,0.1,1.2,2.1,6.1,4.36
257,215,jamisan01,2012,Antawn Jamison,PF,36,LAL,76,6,21.5,3.5,7.6,0.464,1.1,3.1,0.361,2.4,4.5,0.535,0.537,1.2,1.8,0.691,1.4,3.3,4.8,0.7,0.4,0.3,0.7,1.6,9.4,5.9
258,216,jeffeal01,2012,Al Jefferson,C,28,UTA,78,78,33.1,7.8,15.8,0.494,0.0,0.2,0.118,7.8,15.6,0.5,0.495,2.1,2.8,0.77,2.0,7.2,9.2,2.1,1.0,1.1,1.3,2.2,17.8,11.12
259,217,jefferi01,2012,Richard Jefferson,SF,32,GSW,56,1,10.1,1.1,2.4,0.456,0.3,0.8,0.311,0.9,1.6,0.527,0.507,0.7,0.9,0.717,0.1,1.4,1.5,0.6,0.3,0.1,0.4,0.8,3.1,1.7
262,219,jenkich01,2012,Charles Jenkins,SG,23,GSW,47,0,6.2,0.7,1.8,0.422,0.0,0.0,0.5,0.7,1.7,0.42,0.428,0.2,0.4,0.556,0.1,0.3,0.4,0.6,0.2,0.0,0.4,0.4,1.7,0.73
264,220,jenkijo01,2012,John Jenkins,SG,21,ATL,61,2,14.8,2.1,4.8,0.446,0.9,2.3,0.384,1.3,2.6,0.5,0.536,1.0,1.1,0.843,0.3,1.3,1.5,0.9,0.2,0.2,0.7,0.6,6.1,3.26
265,221,jennibr01,2012,Brandon Jennings,PG,23,MIL,80,80,36.2,6.2,15.6,0.399,2.2,5.8,0.375,4.1,9.8,0.412,0.468,2.9,3.5,0.819,0.7,2.3,3.1,6.5,1.6,0.1,2.5,1.9,17.5,9.87
266,222,jerebjo01,2012,Jonas Jerebko,PF,25,DET,49,2,18.2,2.9,6.4,0.449,0.5,1.7,0.301,2.4,4.8,0.502,0.489,1.4,1.8,0.773,1.4,2.4,3.8,0.9,0.8,0.2,0.9,1.8,7.7,4.67
267,223,johnsam01,2012,Amir Johnson,PF,25,TOR,81,38,28.7,4.1,7.5,0.554,0.1,0.2,0.385,4.1,7.3,0.558,0.559,1.7,2.3,0.727,2.8,4.7,7.5,1.5,1.0,1.4,1.4,3.7,10.0,8.86
270,226,johnsiv01,2012,Ivan Johnson,PF,28,ATL,69,5,15.0,2.7,5.2,0.52,0.0,0.2,0.077,2.7,5.0,0.536,0.521,1.2,1.9,0.618,1.1,2.8,3.9,0.7,0.8,0.2,1.0,1.9,6.6,3.96
271,227,johnsja01,2012,James Johnson,SF,25,SAC,54,11,16.3,2.2,5.2,0.413,0.0,0.4,0.095,2.1,4.9,0.439,0.417,0.7,1.2,0.597,0.9,1.8,2.7,1.1,0.8,0.9,1.3,1.8,5.1,3.03
272,228,johnsjo02,2012,Joe Johnson,SG,31,BRK,72,72,36.7,6.2,14.6,0.423,2.1,5.5,0.375,4.1,9.1,0.452,0.493,1.8,2.2,0.82,0.7,2.3,3.0,3.5,0.7,0.2,1.7,1.4,16.3,8.9
273,229,johnsor01,2012,Orlando Johnson,SG,23,IND,51,0,12.1,1.4,3.5,0.4,0.7,1.8,0.383,0.7,1.7,0.419,0.5,0.5,0.6,0.719,0.4,1.8,2.2,0.9,0.2,0.2,0.6,1.0,4.0,2.52
274,230,johnswe01,2012,Wesley Johnson,SF,25,PHO,50,21,19.1,3.2,7.9,0.407,1.0,3.1,0.323,2.2,4.8,0.461,0.47,0.5,0.7,0.771,0.4,2.0,2.5,0.7,0.4,0.4,1.0,1.1,8.0,3.76
277,232,jonesda02,2012,Dahntay Jones,SF,32,DAL,50,15,12.7,1.0,2.8,0.357,0.2,0.7,0.216,0.8,2.1,0.408,0.386,1.3,1.6,0.805,0.3,1.1,1.4,0.6,0.2,0.1,0.4,1.5,3.5,1.68
279,233,jonesde01,2012,DeQuan Jones,SF,22,ORL,63,17,12.7,1.5,3.5,0.436,0.1,0.6,0.257,1.4,2.9,0.47,0.456,0.5,0.8,0.667,0.3,1.4,1.7,0.3,0.3,0.3,0.5,0.9,3.7,1.82
286,240,jordade01,2012,DeAndre Jordan,C,24,LAC,82,82,24.5,3.8,6.0,0.643,0.0,0.0,0.0,3.8,6.0,0.643,0.643,1.2,3.0,0.386,2.6,4.7,7.2,0.3,0.6,1.4,1.2,2.3,8.8,7.17
291,243,kamanch01,2012,Chris Kaman,C,30,DAL,66,52,20.7,4.7,9.3,0.507,0.0,0.0,0.0,4.7,9.3,0.508,0.507,1.0,1.3,0.788,1.5,4.2,5.6,0.8,0.4,0.8,1.6,2.1,10.5,6.36
292,244,kiddja01,2012,Jason Kidd,SG,39,NYK,76,48,26.9,2.0,5.4,0.372,1.5,4.3,0.351,0.5,1.1,0.452,0.511,0.5,0.6,0.833,0.7,3.6,4.3,3.3,1.6,0.3,1.0,1.6,6.0,5.23
293,245,kiddgmi01,2012,Michael Kidd-Gilchrist,SF,19,CHA,78,77,26.0,3.6,7.9,0.458,0.0,0.1,0.222,3.6,7.7,0.462,0.46,1.8,2.4,0.749,1.7,4.2,5.8,1.5,0.7,0.9,1.3,2.1,9.0,5.64
294,246,kirilan01,2012,Andrei Kirilenko,SF,31,MIN,64,64,31.8,4.4,8.8,0.507,0.5,1.9,0.292,3.9,6.9,0.566,0.538,2.9,3.9,0.752,1.6,4.1,5.7,2.8,1.5,1.0,1.9,1.3,12.4,7.68
296,248,knighbr03,2012,Brandon Knight,PG,21,DET,75,75,31.5,4.8,11.7,0.407,1.6,4.4,0.367,3.2,7.3,0.43,0.475,2.2,3.0,0.733,0.7,2.6,3.3,4.0,0.8,0.1,2.7,2.1,13.3,6.45
297,249,korveky01,2012,Kyle Korver,SF,31,ATL,74,60,30.5,3.7,8.1,0.461,2.6,5.6,0.457,1.2,2.5,0.471,0.618,0.9,1.1,0.859,0.3,3.6,4.0,2.0,0.9,0.5,0.9,2.3,10.9,7.89
298,250,koufoko01,2012,Kosta Koufos,C,23,DEN,81,81,22.4,3.6,6.3,0.581,0.0,0.0,0.0,3.6,6.3,0.582,0.581,0.7,1.3,0.558,2.6,4.3,6.9,0.4,0.5,1.3,0.7,3.0,8.0,7.74
304,254,landrca01,2012,Carl Landry,PF,29,GSW,81,2,23.2,4.0,7.4,0.54,0.0,0.0,0.333,4.0,7.4,0.541,0.541,2.8,3.4,0.817,2.2,3.7,6.0,0.8,0.4,0.4,1.4,2.3,10.8,6.64
305,255,lawsoty01,2012,Ty Lawson,PG,25,DEN,73,71,34.4,6.1,13.3,0.461,1.2,3.2,0.366,5.0,10.1,0.491,0.505,3.2,4.3,0.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,16.7,10.3
306,256,leeco01,2012,Courtney Lee,SG,27,BOS,78,39,24.9,3.2,6.8,0.464,0.7,2.0,0.372,2.4,4.8,0.503,0.519,0.8,0.9,0.861,0.4,2.0,2.4,1.8,1.1,0.3,1.1,1.8,7.8,5.01
307,257,leeda02,2012,David Lee,PF,29,GSW,79,79,36.8,7.6,14.7,0.519,0.0,0.1,0.0,7.6,14.6,0.521,0.519,3.2,4.1,0.797,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5,11.59
309,259,leonaka01,2012,Kawhi Leonard,SF,21,SAS,58,57,31.2,4.5,9.1,0.494,1.1,3.0,0.374,3.4,6.1,0.554,0.556,1.8,2.2,0.825,1.1,4.9,6.0,1.6,1.7,0.6,1.1,1.7,11.9,7.62
310,260,leoname01,2012,Meyers Leonard,C,20,POR,69,9,17.5,2.2,4.0,0.545,0.0,0.1,0.429,2.1,3.9,0.548,0.551,1.0,1.3,0.809,1.2,2.5,3.7,0.5,0.2,0.6,0.7,2.4,5.5,4.53
314,262,lewisra02,2012,Rashard Lewis,PF,33,MIA,55,9,14.4,1.9,4.5,0.414,0.9,2.4,0.389,0.9,2.1,0.441,0.516,0.5,0.8,0.622,0.3,1.9,2.2,0.5,0.4,0.3,0.6,1.2,5.2,2.94
316,264,lillada01,2012,Damian Lillard,PG,22,POR,82,82,38.6,6.7,15.7,0.429,2.3,6.1,0.368,4.5,9.6,0.469,0.501,3.3,3.9,0.844,0.5,2.6,3.1,6.5,0.9,0.2,3.0,2.1,19.0,10.69
317,265,linje01,2012,Jeremy Lin,PG,24,HOU,82,82,32.2,4.8,10.9,0.441,1.1,3.1,0.339,3.8,7.8,0.483,0.49,2.6,3.4,0.785,0.4,2.6,3.0,6.1,1.6,0.4,2.9,2.5,13.4,8.22
320,266,livinsh01,2012,Shaun Livingston,PG,27,CLE,49,12,23.2,2.9,5.7,0.507,0.0,0.0,0.0,2.9,5.7,0.509,0.507,1.4,1.7,0.843,0.6,1.9,2.5,3.6,0.8,0.6,1.2,2.1,7.2,6.13
321,267,lopezbr01,2012,Brook Lopez,C,24,BRK,74,74,30.4,7.7,14.8,0.521,0.0,0.0,0.0,7.7,14.8,0.522,0.521,4.0,5.3,0.758,2.8,4.1,6.9,0.9,0.4,2.1,1.8,2.1,19.4,11.5
322,268,lopezro01,2012,Robin Lopez,C,24,NOH,82,82,26.0,4.7,8.8,0.534,0.0,0.0,0.0,4.7,8.8,0.534,0.534,2.0,2.5,0.778,2.8,2.9,5.6,0.8,0.4,1.6,1.3,2.0,11.3,8.36
324,270,lowryky01,2012,Kyle Lowry,PG,26,TOR,68,52,29.7,3.7,9.2,0.401,1.5,4.1,0.362,2.2,5.1,0.433,0.482,2.8,3.5,0.795,0.8,3.9,4.7,6.4,1.4,0.4,2.3,3.2,11.6,8.42
325,271,lucasjo02,2012,John Lucas III,PG,30,TOR,63,0,13.1,2.0,5.3,0.386,0.9,2.4,0.377,1.1,2.9,0.393,0.472,0.3,0.4,0.72,0.1,0.9,1.0,1.7,0.4,0.0,0.4,0.8,5.3,3.29
332,275,mahinia01,2012,Ian Mahinmi,C,26,IND,80,2,16.5,1.9,4.1,0.453,0.0,0.0,0.0,1.9,4.1,0.456,0.453,1.3,2.1,0.608,1.4,2.5,3.9,0.3,0.5,0.8,1.2,2.5,5.0,3.08
333,276,mariosh01,2012,Shawn Marion,PF,34,DAL,67,67,30.0,5.3,10.3,0.514,0.3,1.1,0.315,5.0,9.2,0.538,0.531,1.2,1.5,0.782,2.2,5.7,7.8,2.4,1.1,0.7,1.5,1.7,12.1,8.82
334,277,marshke01,2012,Kendall Marshall,PG,21,PHO,48,3,14.6,1.2,3.1,0.371,0.5,1.5,0.315,0.7,1.6,0.423,0.447,0.2,0.3,0.571,0.1,0.8,0.9,3.0,0.5,0.1,1.2,1.0,3.0,2.55
337,280,martike02,2012,Kevin Martin,SG,29,OKC,77,0,27.7,4.5,10.1,0.45,2.1,4.8,0.426,2.5,5.3,0.472,0.551,2.8,3.2,0.89,0.4,1.9,2.3,1.4,0.9,0.1,1.3,1.8,14.0,7.08
338,281,masonro01,2012,Roger Mason,SG,32,NOH,69,13,17.7,1.9,4.4,0.433,1.0,2.3,0.415,1.0,2.1,0.452,0.541,0.6,0.6,0.907,0.2,1.8,1.9,1.1,0.4,0.2,0.7,1.5,5.3,3.45
339,282,matthwe02,2012,Wesley Matthews,SG,26,POR,69,69,34.8,5.1,11.7,0.436,2.4,6.2,0.398,2.7,5.6,0.478,0.54,2.2,2.7,0.797,0.5,2.3,2.8,2.5,1.3,0.3,1.6,2.5,14.8,8.4
340,283,maxieja01,2012,Jason Maxiell,PF,29,DET,72,71,24.8,2.8,6.3,0.446,0.0,0.0,0.0,2.8,6.3,0.446,0.446,1.3,2.0,0.621,1.9,3.8,5.7,0.8,0.4,1.3,1.1,2.4,6.9,4.95
344,285,mayooj01,2012,O.J. Mayo,SG,25,DAL,82,82,35.5,5.6,12.5,0.449,1.7,4.3,0.407,3.9,8.3,0.471,0.519,2.3,2.8,0.82,0.4,3.1,3.5,4.4,1.1,0.3,2.6,2.4,15.3,8.68
345,286,mbahalu01,2012,Luc Mbah a Moute,SF,26,MIL,58,45,22.9,2.6,6.5,0.401,0.2,0.6,0.351,2.4,5.9,0.406,0.418,1.2,2.2,0.571,1.5,2.9,4.4,0.9,0.7,0.2,1.2,1.4,6.7,3.01
346,287,mcgeeja01,2012,JaVale McGee,C,25,DEN,79,0,18.1,3.8,6.7,0.575,0.0,0.0,1.0,3.8,6.7,0.574,0.576,1.4,2.4,0.591,2.0,2.8,4.8,0.3,0.4,2.0,1.1,2.3,9.1,7.24
354,290,meeksjo01,2012,Jodie Meeks,SG,25,LAL,78,10,21.3,2.6,6.8,0.387,1.6,4.4,0.357,1.1,2.4,0.441,0.502,1.1,1.2,0.896,0.5,1.7,2.2,0.9,0.7,0.1,0.7,1.3,7.9,4.13
357,293,milescj01,2012,C.J. Miles,SF,25,CLE,65,13,21.0,3.9,9.4,0.415,1.9,5.0,0.384,2.0,4.4,0.451,0.518,1.4,1.6,0.869,0.4,2.3,2.7,1.0,0.8,0.3,1.1,2.1,11.2,5.91
359,295,millean02,2012,Andre Miller,PG,36,DEN,82,11,26.2,3.7,7.7,0.479,0.2,0.8,0.266,3.5,6.9,0.504,0.493,2.0,2.4,0.84,0.7,2.2,2.9,5.9,0.9,0.1,2.1,1.9,9.6,7.28
360,296,milleda01,2012,Darius Miller,SF,22,NOH,52,2,13.3,0.8,2.1,0.407,0.4,1.1,0.393,0.4,1.0,0.423,0.509,0.2,0.2,1.0,0.2,1.3,1.5,0.8,0.3,0.2,0.4,1.7,2.3,2.11
361,297,millemi01,2012,Mike Miller,SF,32,MIA,59,17,15.3,1.7,3.9,0.433,1.2,3.0,0.417,0.5,0.9,0.482,0.591,0.1,0.2,0.727,0.3,2.4,2.7,1.7,0.4,0.1,0.6,1.1,4.8,3.94
363,299,millspa02,2012,Patty Mills,PG,24,SAS,58,2,11.3,1.9,4.2,0.469,0.9,2.2,0.4,1.1,1.9,0.55,0.577,0.3,0.3,0.842,0.2,0.7,0.9,1.1,0.4,0.1,0.7,0.9,5.1,3.32
364,300,millspa01,2012,Paul Millsap,PF,27,UTA,78,78,30.4,5.5,11.2,0.49,0.2,0.5,0.333,5.3,10.7,0.498,0.498,3.4,4.6,0.742,2.3,4.8,7.1,2.6,1.3,1.0,1.8,3.0,14.6,9.29
365,301,mohamna01,2012,Nazr Mohammed,C,35,CHI,63,12,11.0,1.0,2.9,0.367,0.0,0.0,0.0,1.0,2.8,0.371,0.367,0.5,0.7,0.723,1.2,1.9,3.1,0.4,0.3,0.5,0.4,1.5,2.6,2.16
366,302,monrogr01,2012,Greg Monroe,C,22,DET,81,81,33.2,6.3,13.1,0.486,0.0,0.0,0.0,6.3,13.0,0.488,0.486,3.3,4.8,0.689,2.9,6.7,9.6,3.5,1.3,0.7,2.9,2.3,16.0,9.1
367,303,mooreet01,2012,E'Twaun Moore,SG,23,ORL,75,21,22.4,3.2,8.0,0.396,0.9,2.6,0.34,2.3,5.3,0.424,0.452,0.6,0.8,0.797,0.6,1.6,2.2,2.7,0.7,0.3,1.4,1.6,7.8,4.68
368,304,morrida01,2012,Darius Morris,PG,22,LAL,48,17,14.2,1.5,3.9,0.388,0.5,1.4,0.364,1.0,2.5,0.402,0.452,0.5,0.8,0.649,0.5,0.7,1.2,1.6,0.4,0.0,0.9,1.2,4.0,2.4
370,305,morrima03,2012,Marcus Morris,PF,23,HOU,54,17,21.4,3.2,7.4,0.428,1.4,3.6,0.381,1.8,3.8,0.471,0.52,0.9,1.4,0.653,1.2,2.9,4.1,0.9,0.5,0.3,1.0,2.2,8.6,5.34
372,306,morrima02,2012,Markieff Morris,PF,23,PHO,82,32,22.4,3.2,8.0,0.407,0.5,1.6,0.336,2.7,6.3,0.426,0.442,1.1,1.5,0.732,1.6,3.2,4.8,1.3,0.9,0.8,1.3,2.5,8.2,5.13
376,308,motiedo01,2012,Donatas Motiej?nas,PF,22,HOU,44,14,12.2,2.2,4.8,0.455,0.5,1.9,0.289,1.7,3.0,0.562,0.512,0.7,1.2,0.627,0.8,1.3,2.1,0.7,0.2,0.2,0.8,1.7,5.7,3.53
377,309,moultar01,2012,Arnett Moultrie,PF,22,PHI,47,0,11.5,1.7,2.9,0.582,0.0,0.0,0.0,1.7,2.9,0.582,0.582,0.4,0.6,0.643,1.6,1.5,3.1,0.2,0.4,0.2,0.4,0.9,3.7,3.31
379,311,mulleby01,2012,Byron Mullens,PF,23,CHA,53,41,26.9,4.1,10.6,0.385,1.2,3.9,0.317,2.8,6.7,0.425,0.444,1.2,1.9,0.646,1.3,5.0,6.4,1.5,0.6,0.6,1.4,2.1,10.6,5.4
